School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White, Standard Score
Canyon Creek Middle School,https://www.schooldigger.com/go/WA/schools/0954002709/school.aspx,Washougal School District,https://www.schooldigger.com/go/WA/district/09540/search.aspx,9731 Washougal River Rd,Washougal,https://www.schooldigger.com/go/WA/city/Washougal/search.aspx,98671,Skamania County,(360) 954-3500,No,No,No,No,224,12.2,18.2,20.5,0.4,0.4,1.3,8,0,4,85.7,68.4
Freeman Middle School,https://www.schooldigger.com/go/WA/schools/0297003013/school.aspx,Freeman School District,https://www.schooldigger.com/go/WA/district/02970/search.aspx,14917 S Jackson Rd,Rockford,https://www.schooldigger.com/go/WA/city/Rockford/search.aspx,99030,Spokane County,(509) 291-7300,No,No,No,No,233,12.6,18.4,22.3,0,0,0.4,6,0,1.7,91.8,68.2
Elk Plain School of Choice,https://www.schooldigger.com/go/WA/schools/0048000123/school.aspx,Bethel School District,https://www.schooldigger.com/go/WA/district/00480/search.aspx,22015 22nd Avenue East,Spanaway,https://www.schooldigger.com/go/WA/city/Spanaway/search.aspx,98397,Pierce County,(253) 800-7900,No,No,No,No,522,34.4,15.1,29.7,6.7,0.8,2.5,11.5,1.3,21.1,56.1,68.2
Alki Middle School,https://www.schooldigger.com/go/WA/schools/0927000578/school.aspx,Vancouver School District,https://www.schooldigger.com/go/WA/district/09270/search.aspx,1800 NW Bliss Rd,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98685,Clark County,(360) 313-3200,No,No,No,No,704,32.2,21.8,24.4,1.1,0.3,4.4,13.5,0.6,7.4,72.7,68
Cedar Heights Middle School,https://www.schooldigger.com/go/WA/schools/0816001346/school.aspx,South Kitsap School District,https://www.schooldigger.com/go/WA/district/08160/search.aspx,2220 Pottery Ave,Port Orchard,https://www.schooldigger.com/go/WA/city/Port+Orchard/search.aspx,98366,Kitsap County,(360) 874-6020,Yes,No,No,No,630,36.5,17.2,37.5,1.9,0.5,3,13.7,1.6,13,66.3,68
Thomas Jefferson Middle School,https://www.schooldigger.com/go/WA/schools/0927002944/school.aspx,Vancouver School District,https://www.schooldigger.com/go/WA/district/09270/search.aspx,3000 NW 119th St,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98685,Clark County,(360) 313-3700,No,No,No,No,817,41.9,19.4,27.2,1.1,0.7,3.9,16.8,1.2,9.7,66.6,67.8
Glacier Middle School,https://www.schooldigger.com/go/WA/schools/0978003005/school.aspx,White River School District,https://www.schooldigger.com/go/WA/district/09780/search.aspx,240 North C St,Buckley,https://www.schooldigger.com/go/WA/city/Buckley/search.aspx,98321,Pierce County,(360) 829-3395,Yes,No,No,No,921,44.3,20.7,30.1,0.8,1,0.9,12.2,0.3,5.8,79.2,67.7
Asotin Junior Senior High,https://www.schooldigger.com/go/WA/schools/0028000028/school.aspx,Asotin-Anatone School District,https://www.schooldigger.com/go/WA/district/00280/search.aspx,215 Second Street,Asotin,https://www.schooldigger.com/go/WA/city/Asotin/search.aspx,99402,Asotin County,(509) 243-4151,No,No,No,No,327,19.5,16.7,28.4,0.3,0.6,0.9,5.5,0.3,7,85.3,67.7
Endicott/St John Elementary and Middle,https://www.schooldigger.com/go/WA/schools/0252000373/school.aspx,Endicott School District,https://www.schooldigger.com/go/WA/district/02520/search.aspx,308 School Drive,Endicott,https://www.schooldigger.com/go/WA/city/Endicott/search.aspx,99125,Whitman County,(509) 657-3523,No,No,No,No,92,11.8,7.7,60.9,0,0,0,9.8,0,2.2,88,67.6
Deer Park Middle School,https://www.schooldigger.com/go/WA/schools/0207000308/school.aspx,Deer Park School District,https://www.schooldigger.com/go/WA/district/02070/search.aspx,S. 347 Colville Ave.,Deer Park,https://www.schooldigger.com/go/WA/city/Deer+Park/search.aspx,99006,Spokane County,(509) 464-5800,No,No,No,No,481,29.5,16.2,50.7,1.5,4,0.2,7.3,0.2,1,85.9,67.5
Harbour Pointe Middle School,https://www.schooldigger.com/go/WA/schools/0543001185/school.aspx,Mukilteo School District,https://www.schooldigger.com/go/WA/district/05430/search.aspx,5000 Harbour Pointe Blvd,Mukilteo,https://www.schooldigger.com/go/WA/city/Mukilteo/search.aspx,98275,Snohomish County,(425) 366-5100,No,No,No,No,875,51.2,17,27.4,5.9,0.3,19.8,14.7,0.5,14.1,44.7,67.4
Lakeridge Middle School,https://www.schooldigger.com/go/WA/schools/0861001808/school.aspx,Sumner School District,https://www.schooldigger.com/go/WA/district/08610/search.aspx,5909 Myers RD E,Bonney Lake,https://www.schooldigger.com/go/WA/city/Bonney+Lake/search.aspx,98391,Pierce County,(253) 891-5100,No,No,No,No,796,40.3,19.7,30.7,1.9,0.5,2.3,9.2,0.8,10.9,74.5,66.2
Catalyst Public Schools,https://www.schooldigger.com/go/WA/schools/0034703723/school.aspx,Catalyst Public Schools,https://www.schooldigger.com/go/WA/district/00347/search.aspx,1305 Ironsides Ave,Bremerton,https://www.schooldigger.com/go/WA/city/Bremerton/search.aspx,98310,Kitsap County,(360) 830-6037,No,Yes,No,No,165,9.9,16.5,36.4,9.7,0.6,1.8,13.9,1.2,11.5,60.6,66
North Lake Middle School,https://www.schooldigger.com/go/WA/schools/0420001906/school.aspx,Lake Stevens School District,https://www.schooldigger.com/go/WA/district/04200/search.aspx,2202 123rd Ave NE,Lake Stevens,https://www.schooldigger.com/go/WA/city/Lake+Stevens/search.aspx,98258,Snohomish County,(425) 335-1530,No,No,No,No,783,39.1,20,28,2.8,0.6,3.7,15.2,0.3,8.6,68.8,66
Griffin School,https://www.schooldigger.com/go/WA/schools/0333000510/school.aspx,Griffin School District,https://www.schooldigger.com/go/WA/district/03330/search.aspx,6530 33rd Ave NW,Olympia,https://www.schooldigger.com/go/WA/city/Olympia/search.aspx,98502,Thurston County,(360) 866-2515,Yes,No,No,No,616,34.3,17.9,16.6,1,1.9,0.8,9.1,0.6,9.1,77.4,65.8
Sequim Middle School,https://www.schooldigger.com/go/WA/schools/0783002617/school.aspx,Sequim School District,https://www.schooldigger.com/go/WA/district/07830/search.aspx,301 W. Hendrickson Rd.,Sequim,https://www.schooldigger.com/go/WA/city/Sequim/search.aspx,98382,Clallam County,(360) 582-3500,Yes,No,No,No,548,29,18.8,39.6,0.2,1.3,1.3,14.2,0.4,7.1,75.5,65.7
Pioneer Middle,https://www.schooldigger.com/go/WA/schools/0846001431/school.aspx,Steilacoom Hist. School District,https://www.schooldigger.com/go/WA/district/08460/search.aspx,1750 Bob's Hollow Ln,Dupont,https://www.schooldigger.com/go/WA/city/Dupont/search.aspx,98327,Pierce County,(253) 583-7200,Yes,No,No,No,733,40.2,18.2,24.3,8.6,0.4,7.8,19.4,0.7,18.3,44.9,65
Tumwater Middle School,https://www.schooldigger.com/go/WA/schools/0910001545/school.aspx,Tumwater School District,https://www.schooldigger.com/go/WA/district/09100/search.aspx,6335 Littlerock Road SW,Tumwater,https://www.schooldigger.com/go/WA/city/Tumwater/search.aspx,98512,Thurston County,(360) 709-7500,No,No,No,No,617,34.7,17.7,34,2.1,0.3,4.2,13.1,0.6,12.2,66.9,64.9
Washington Middle School,https://www.schooldigger.com/go/WA/schools/0771001259/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,2101 S Jackson St,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98144,King County,(206) 252-2600,No,No,No,No,601,36.5,16.4,45.9,30,0.2,15.1,11.6,0.2,11.8,30.8,64.2
Vera Risdon Middle School,https://www.schooldigger.com/go/WA/schools/0723003603/school.aspx,Renton School District,https://www.schooldigger.com/go/WA/district/07230/search.aspx,6928 116th Ave SE,Newcastle,https://www.schooldigger.com/go/WA/city/Newcastle/search.aspx,98056,King County,(425) 204-2700,No,No,No,No,911,41.2,22.1,37,5.9,0.2,24.4,27.6,0.4,10.8,30.6,63.3
Kalles Junior High,https://www.schooldigger.com/go/WA/schools/0696001032/school.aspx,Puyallup School District,https://www.schooldigger.com/go/WA/district/06960/search.aspx,501 7th Ave SE,Puyallup,https://www.schooldigger.com/go/WA/city/Puyallup/search.aspx,98372,Pierce County,(253) 841-8729,No,No,No,No,826,38,21.7,32,3,1,7.3,14.9,0.8,13.9,58.7,63.2
Chinook Middle School,https://www.schooldigger.com/go/WA/schools/0393003586/school.aspx,Kennewick School District,https://www.schooldigger.com/go/WA/district/03930/search.aspx,6011 W 10th Place,Kennewick,https://www.schooldigger.com/go/WA/city/Kennewick/search.aspx,99338,Benton County,(509) 222-7500,No,No,No,No,933,47,19.8,48.7,1.9,0.5,1.8,29,0,6.6,59.9,63.1
Bryant Montessori Middle School,https://www.schooldigger.com/go/WA/schools/0870003757/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,717 S. Grant Ave,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98405,Pierce County,(253) 571-2800,No,No,Yes,No,150,,,38.7,9.3,1.3,1.3,9.3,0,18.7,60,63.1
Brinnon Elementary,https://www.schooldigger.com/go/WA/schools/0075000153/school.aspx,Brinnon School District,https://www.schooldigger.com/go/WA/district/00750/search.aspx,46 Schoolhouse Rd,Brinnon,https://www.schooldigger.com/go/WA/city/Brinnon/search.aspx,98320,Jefferson County,(360) 796-4646,Yes,No,No,No,74,5.3,13.9,78.4,0,1.4,0,10.8,1.4,1.4,85.1,62.4
General William H. Harrison Preparatory School,https://www.schooldigger.com/go/WA/schools/0141003000/school.aspx,Clover Park School District,https://www.schooldigger.com/go/WA/district/01410/search.aspx,9103 Lakewood Dr SW,Lakewood,https://www.schooldigger.com/go/WA/city/Lakewood/search.aspx,98499,Pierce County,(253) 583-5418,No,No,No,No,741,39.9,18.5,60.5,7,0.1,5.9,43.6,1.8,12.7,28.9,61.9
Edison Elementary,https://www.schooldigger.com/go/WA/schools/0078000156/school.aspx,Burlington-Edison School District,https://www.schooldigger.com/go/WA/district/00780/search.aspx,5801 Main St,Bow,https://www.schooldigger.com/go/WA/city/Bow/search.aspx,98232,Skagit County,(360) 757-3375,No,No,No,No,402,23.1,17.3,25.4,1,1,2,14.9,0.2,7,73.9,61.3
Mattson Middle School,https://www.schooldigger.com/go/WA/schools/0396001780/school.aspx,Kent School District,https://www.schooldigger.com/go/WA/district/03960/search.aspx,16400 SE 251st ST,Covington,https://www.schooldigger.com/go/WA/city/Covington/search.aspx,98042,King County,(253) 373-7670,No,No,No,No,642,35.6,18,41.6,6.5,0.3,15.4,22.6,0.6,12.1,42.4,61
Wayne M Henkle Middle School,https://www.schooldigger.com/go/WA/schools/0981001666/school.aspx,White Salmon Valley School District,https://www.schooldigger.com/go/WA/district/09810/search.aspx,480 NW Loop Road,White Salmon,https://www.schooldigger.com/go/WA/city/White+Salmon/search.aspx,98672,Klickitat County,(509) 493-1502,No,No,No,No,209,9.8,21.1,45.9,1,1,0.5,30.6,0,5.3,61.7,60.9
Thunder Mountain Middle School,https://www.schooldigger.com/go/WA/schools/0000102795/school.aspx,Enumclaw School District,https://www.schooldigger.com/go/WA/district/00001/search.aspx,42018 264th Avenue SE,Enumclaw,https://www.schooldigger.com/go/WA/city/Enumclaw/search.aspx,98022,King County,(360) 802-7492,No,No,No,No,469,23.5,19.8,26.4,0.4,1.3,1.3,17.9,0,6.2,72.9,60.7
Shahala Middle School,https://www.schooldigger.com/go/WA/schools/0270002878/school.aspx,Evergreen School District (Clark),https://www.schooldigger.com/go/WA/district/02700/search.aspx,601 SE 192nd Avenue,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98683,Clark County,(360) 604-3800,No,No,No,No,941,47.7,19.6,33.8,2.9,0.5,13.2,24,1.1,9.7,48.1,60.5
South Whidbey Middle,https://www.schooldigger.com/go/WA/schools/0819001358/school.aspx,South Whidbey School District,https://www.schooldigger.com/go/WA/district/08190/search.aspx,5675 Maxwelton Road,Langley,https://www.schooldigger.com/go/WA/city/Langley/search.aspx,98260,Island County,(360) 221-4300,No,No,No,No,188,10.2,18.3,26.1,1.6,1.1,2.1,8,0.5,5.3,81.4,60.3
Skagit Academy,https://www.schooldigger.com/go/WA/schools/0540003006/school.aspx,Mount Vernon School District,https://www.schooldigger.com/go/WA/district/05400/search.aspx,2001 Cleveland Ave,Mount Vernon,https://www.schooldigger.com/go/WA/city/Mount+Vernon/search.aspx,98273,Skagit County,(360) 428-6206,No,No,No,No,346,12.6,27.4,15.9,0.6,1.2,0.9,8.1,0,0.9,88.4,60.2
North Whidbey Middle School,https://www.schooldigger.com/go/WA/schools/0594000901/school.aspx,Oak Harbor School District,https://www.schooldigger.com/go/WA/district/05940/search.aspx,67 NE Izett St.,Oak Harbor,https://www.schooldigger.com/go/WA/city/Oak+Harbor/search.aspx,98277,Island County,(360) 279-5500,No,No,No,No,801,42.1,19,37.7,3.5,0.1,5.4,19.4,1.1,13.6,56.9,60.2
Northshore Family Partnership,https://www.schooldigger.com/go/WA/schools/0591003720/school.aspx,Northshore School District,https://www.schooldigger.com/go/WA/district/05910/search.aspx,18101 Avondale Road NE,Woodinville,https://www.schooldigger.com/go/WA/city/Woodinville/search.aspx,98077,King County,(425) 408-4100,No,No,No,No,230,8.8,25.9,3.9,0.9,0,4.8,7.4,0,12.2,74.3,60.1
Lake Stevens Middle School,https://www.schooldigger.com/go/WA/schools/0420000652/school.aspx,Lake Stevens School District,https://www.schooldigger.com/go/WA/district/04200/search.aspx,1031 91st Ave SE,Lake Stevens,https://www.schooldigger.com/go/WA/city/Lake+Stevens/search.aspx,98258,Snohomish County,(425) 335-1544,No,No,No,No,679,36.1,18.7,24.6,2.7,0.1,5,17.1,0.6,9,65.5,60.1
Friday Harbor Middle School,https://www.schooldigger.com/go/WA/schools/0765002666/school.aspx,San Juan Island School District,https://www.schooldigger.com/go/WA/district/07650/search.aspx,85 Blair Street,Friday Harbor,https://www.schooldigger.com/go/WA/city/Friday+Harbor/search.aspx,98250,San Juan County,(360) 378-5214,No,No,No,No,149,10.6,14,37.6,0.7,2,0.7,20.1,0,3.4,73.2,60
Waterville High School,https://www.schooldigger.com/go/WA/schools/0960001628/school.aspx,Waterville School District,https://www.schooldigger.com/go/WA/district/09600/search.aspx,200 E BIRCH St.,Waterville,https://www.schooldigger.com/go/WA/city/Waterville/search.aspx,98858,Douglas County,(509) 745-8583,Yes,No,No,No,134,11.6,11.4,48.5,0,1.5,1.5,32.8,0,3,60.4,59.8
Salk Middle School,https://www.schooldigger.com/go/WA/schools/0825001406/school.aspx,Spokane School District,https://www.schooldigger.com/go/WA/district/08250/search.aspx,6411 N Alberta St,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99208,Spokane County,(509) 354-5600,Yes,No,No,No,746,37.8,19.7,54.2,1.7,0.8,0.5,10.7,0.1,14.1,72,59.7
Eisenhower Middle School,https://www.schooldigger.com/go/WA/schools/0267000393/school.aspx,Everett School District,https://www.schooldigger.com/go/WA/district/02670/search.aspx,10200 25th Ave. SE,Everett,https://www.schooldigger.com/go/WA/city/Everett/search.aspx,98208,Snohomish County,(425) 385-7500,No,No,No,No,970,43.9,22,44.4,6.4,0.2,15.3,20.8,0.9,7.2,49.1,59.7
Enumclaw Middle School,https://www.schooldigger.com/go/WA/schools/0000102054/school.aspx,Enumclaw School District,https://www.schooldigger.com/go/WA/district/00001/search.aspx,550 Semanski Street,Enumclaw,https://www.schooldigger.com/go/WA/city/Enumclaw/search.aspx,98022,King County,(360) 802-7150,No,No,No,No,510,25.7,19.8,34.1,0.6,0.4,0.6,16.1,0.6,6.5,75.3,59.3
Dayton Middle School,https://www.schooldigger.com/go/WA/schools/0204002513/school.aspx,Dayton School District,https://www.schooldigger.com/go/WA/district/02040/search.aspx,614 S 3rd St,Dayton,https://www.schooldigger.com/go/WA/city/Dayton/search.aspx,99328,Columbia County,(509) 382-4775,Yes,No,No,No,94,5.4,17.1,55.3,0,0,1.1,24.5,0,3.2,71.3,59.1
Clallam Bay High & Elementary,https://www.schooldigger.com/go/WA/schools/0084000164/school.aspx,Cape Flattery School District,https://www.schooldigger.com/go/WA/district/00840/search.aspx,16-933 Hwy 112,Clallam Bay,https://www.schooldigger.com/go/WA/city/Clallam+Bay/search.aspx,98326,Clallam County,(360) 963-2324,No,No,No,No,130,9.9,13,64.6,0,12.3,1.5,27.7,0,25.4,33.1,58.9
Crescent School,https://www.schooldigger.com/go/WA/schools/0183000292/school.aspx,Crescent School District,https://www.schooldigger.com/go/WA/district/01830/search.aspx,50350 Hwy 112,Port Angeles,https://www.schooldigger.com/go/WA/city/Port+Angeles/search.aspx,98363,Clallam County,(360) 928-3311,Yes,No,No,No,203,18.9,10.7,58.1,0,8.4,0,5.9,0,12.8,72.9,58.9
Vista Middle School,https://www.schooldigger.com/go/WA/schools/0285000463/school.aspx,Ferndale School District,https://www.schooldigger.com/go/WA/district/02850/search.aspx,6051 Vista Drive,Ferndale,https://www.schooldigger.com/go/WA/city/Ferndale/search.aspx,98248,Whatcom County,(360) 383-9370,Yes,No,No,No,547,31.7,17.2,45.9,0.7,8,4.9,24.3,0.2,8.8,53,58.7
Medical Lake Middle School,https://www.schooldigger.com/go/WA/schools/0495000756/school.aspx,Medical Lake School District,https://www.schooldigger.com/go/WA/district/04950/search.aspx,1010 E. Lake St.,Medical Lake,https://www.schooldigger.com/go/WA/city/Medical+Lake/search.aspx,99022,Spokane County,(509) 565-3300,No,No,No,No,388,21.6,17.8,38.7,2.8,0.3,2.1,10.8,0.3,9.3,74.5,58.7
Thurgood Marshall Middle School,https://www.schooldigger.com/go/WA/schools/0618001737/school.aspx,Olympia School District,https://www.schooldigger.com/go/WA/district/06180/search.aspx,3939 20th Ave NW,Olympia,https://www.schooldigger.com/go/WA/city/Olympia/search.aspx,98502,Thurston County,(360) 596-7600,No,No,No,No,411,24.8,16.5,35.3,4.1,1.2,7.3,15.1,0.7,10,61.6,58.6
Chase Middle School,https://www.schooldigger.com/go/WA/schools/0825001732/school.aspx,Spokane School District,https://www.schooldigger.com/go/WA/district/08250/search.aspx,4747 E 37Th Ave,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99223,Spokane County,(509) 354-5000,Yes,No,No,No,703,39.4,17.8,55.5,3.7,1,3.1,11.8,0.3,14.4,65.7,58.5
Stevens Middle School,https://www.schooldigger.com/go/WA/schools/0682001004/school.aspx,Port Angeles School District,https://www.schooldigger.com/go/WA/district/06820/search.aspx,1139 W 14th St,Port Angeles,https://www.schooldigger.com/go/WA/city/Port+Angeles/search.aspx,98363,Clallam County,(360) 452-5590,No,No,No,No,391,26.2,14.9,52.7,0.8,6.9,1.5,9.5,0.5,13,67.5,58.5
Stillaguamish Valley Learning Center,https://www.schooldigger.com/go/WA/schools/0024002589/school.aspx,Arlington School District,https://www.schooldigger.com/go/WA/district/00240/search.aspx,1215 E 5th,Arlington,https://www.schooldigger.com/go/WA/city/Arlington/search.aspx,98223,Snohomish County,(360) 618-6440,No,No,No,No,164,4.6,35.4,32.3,0,0.6,0,9.8,0,3.7,85.4,58.4
Meeker,https://www.schooldigger.com/go/WA/schools/0870001487/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,4402 Nassau Ave Ne,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98422,Pierce County,(253) 571-6500,No,No,No,No,661,31,21.2,37.4,5.3,0.9,11,21,2,15.6,44.2,58
Oakesdale High School,https://www.schooldigger.com/go/WA/schools/0597000908/school.aspx,Oakesdale School District,https://www.schooldigger.com/go/WA/district/05970/search.aspx,First & McCoy Streets,Oakesdale,https://www.schooldigger.com/go/WA/city/Oakesdale/search.aspx,99158,Whitman County,(509) 285-5281,No,No,No,No,79,5.8,13.4,34.2,0,0,0,6.3,0,2.5,91.1,57.3
Truman,https://www.schooldigger.com/go/WA/schools/0870001507/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,5801 N 35th St,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98407,Pierce County,(253) 571-5600,No,No,No,No,700,37.3,18.7,53.6,13,0.3,6,16.7,1.4,16.4,45.9,56.9
Carmichael Middle School,https://www.schooldigger.com/go/WA/schools/0732001091/school.aspx,Richland School District,https://www.schooldigger.com/go/WA/district/07320/search.aspx,620 Thayer Drive,Richland,https://www.schooldigger.com/go/WA/city/Richland/search.aspx,99352,Benton County,(509) 967-6425,No,No,No,No,883,44.2,19.9,15.7,1.6,0.5,2.8,30.5,0.1,5.5,59,56.9
College Place Middle School,https://www.schooldigger.com/go/WA/schools/0240000337/school.aspx,Edmonds School District,https://www.schooldigger.com/go/WA/district/02400/search.aspx,7501 208th St SW,Lynnwood,https://www.schooldigger.com/go/WA/city/Lynnwood/search.aspx,98036,Snohomish County,(425) 431-7451,No,No,No,No,528,27,19.5,44.5,9.3,0.6,7.2,29.7,0.8,11.4,40.9,56.9
Riverside Middle School,https://www.schooldigger.com/go/WA/schools/0744001114/school.aspx,Riverside School District,https://www.schooldigger.com/go/WA/district/07440/search.aspx,3814 E. Deer Park/Milan Rd.,Chattaroy,https://www.schooldigger.com/go/WA/city/Chattaroy/search.aspx,99003,Spokane County,(509) 464-8450,No,No,No,No,288,18.4,15.6,45.8,0,1.4,1.4,5.6,0,5.9,85.8,56.6
Blue Heron Middle School,https://www.schooldigger.com/go/WA/schools/0684001305/school.aspx,Port Townsend School District,https://www.schooldigger.com/go/WA/district/06840/search.aspx,3939 San Juan Ave,Port Townsend,https://www.schooldigger.com/go/WA/city/Port+Townsend/search.aspx,98368,Jefferson County,(360) 379-4540,Yes,No,No,No,248,16.2,15.2,49.2,0.4,0.8,2,9.7,0.4,8.5,78.2,56.3
Woodland Middle School,https://www.schooldigger.com/go/WA/schools/1005003509/school.aspx,Woodland School District,https://www.schooldigger.com/go/WA/district/10050/search.aspx,755 Park St,Woodland,https://www.schooldigger.com/go/WA/city/Woodland/search.aspx,98674,Cowlitz County,(360) 841-2850,Yes,No,No,No,646,36.3,17.7,44.1,0.3,0.8,1.1,26,0,2.6,69.2,56.3
Saratoga School,https://www.schooldigger.com/go/WA/schools/0834003011/school.aspx,Stanwood-Camano School District,https://www.schooldigger.com/go/WA/district/08340/search.aspx,7600 272nd St NW,Stanwood,https://www.schooldigger.com/go/WA/city/Stanwood/search.aspx,98292,Snohomish County,(360) 629-1372,No,No,No,No,396,7,56.4,18.7,1,0.5,0.3,5.6,0,3.8,88.9,56.2
La Center Middle School,https://www.schooldigger.com/go/WA/schools/0417000649/school.aspx,La Center School District,https://www.schooldigger.com/go/WA/district/04170/search.aspx,700 East 4th Street,La Center,https://www.schooldigger.com/go/WA/city/La+Center/search.aspx,98629,Clark County,(360) 263-2136,No,No,No,No,356,21.5,16.5,21.6,0.6,0.6,0.6,5.9,0.3,2.5,89.3,56
Orcas Island Middle School,https://www.schooldigger.com/go/WA/schools/0630002815/school.aspx,Orcas Island School District,https://www.schooldigger.com/go/WA/district/06300/search.aspx,715 School Rd,Eastsound,https://www.schooldigger.com/go/WA/city/Eastsound/search.aspx,98245,San Juan County,(360) 376-2287,No,No,No,No,119,4.3,27.1,47.1,0,1.7,0,23.5,0,8.4,66.4,55.8
West Valley Junior High,https://www.schooldigger.com/go/WA/schools/0972001653/school.aspx,West Valley School District (Yakima),https://www.schooldigger.com/go/WA/district/09720/search.aspx,7505 Zier Rd,Yakima,https://www.schooldigger.com/go/WA/city/Yakima/search.aspx,98908,Yakima County,(509) 972-5800,No,No,No,No,852,38.4,22.1,49.2,1.4,1.2,2.8,38.7,0,3.9,51.8,55.7
Westwood Middle School,https://www.schooldigger.com/go/WA/schools/0123003428/school.aspx,Cheney School District,https://www.schooldigger.com/go/WA/district/01230/search.aspx,6120 South Abbott Road,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99224,Spokane County,(509) 559-4410,No,No,No,No,554,30.8,17.9,50.7,1.6,2.3,2.5,10.1,4.5,8.3,70.6,55.5
Lopez Middle High School,https://www.schooldigger.com/go/WA/schools/0453000713/school.aspx,Lopez School District,https://www.schooldigger.com/go/WA/district/04530/search.aspx,86 School Road,Lopez Island,https://www.schooldigger.com/go/WA/city/Lopez+Island/search.aspx,98261,San Juan County,(360) 468-2202,Yes,No,No,No,129,9.9,13,48.1,0,0.8,3.9,31,0,2.3,61.2,55.4
East Valley Central Middle School,https://www.schooldigger.com/go/WA/schools/0537000806/school.aspx,East Valley School District (Yakima),https://www.schooldigger.com/go/WA/district/05370/search.aspx,2010 Beaudry Rd,Yakima,https://www.schooldigger.com/go/WA/city/Yakima/search.aspx,98901,Yakima County,(509) 573-7500,No,No,No,No,798,43,18.5,57.3,0.8,0.6,0.8,52.5,0.1,3,41.9,55.4
Napavine Junior Senior High School,https://www.schooldigger.com/go/WA/schools/0549000827/school.aspx,Napavine School District,https://www.schooldigger.com/go/WA/district/05490/search.aspx,404 4th Ave NE,Napavine,https://www.schooldigger.com/go/WA/city/Napavine/search.aspx,98565,Lewis County,(360) 262-3301,No,No,No,No,396,22.1,17.8,41.4,0.8,0,0.5,16.4,0,5.1,77.3,55.3
Summit Public School: Atlas,https://www.schooldigger.com/go/WA/schools/0034303611/school.aspx,Summit Public School: Atlas,https://www.schooldigger.com/go/WA/district/00343/search.aspx,9601 35th Avenue SW,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98126,King County,(206) 307-7645,Yes,Yes,No,No,456,27,16.8,43,28.9,0.7,2.4,15.4,0.4,13.4,38.4,55.2
Cheney Middle School,https://www.schooldigger.com/go/WA/schools/0123000224/school.aspx,Cheney School District,https://www.schooldigger.com/go/WA/district/01230/search.aspx,740 Betz,Cheney,https://www.schooldigger.com/go/WA/city/Cheney/search.aspx,99004,Spokane County,(509) 559-4400,No,No,No,No,623,31.4,19.8,48.2,1.4,2.2,0.8,13.8,0.8,5.9,75,55
Ephrata Middle School,https://www.schooldigger.com/go/WA/schools/0261000387/school.aspx,Ephrata School District,https://www.schooldigger.com/go/WA/district/02610/search.aspx,"384 ""a"" SE",Ephrata,https://www.schooldigger.com/go/WA/city/Ephrata/search.aspx,98823,Grant County,(509) 754-4659,Yes,No,No,No,434,21.4,20.1,56.9,0.5,0.5,0.7,37.8,0,1.6,59,54.9
Odessa High School,https://www.schooldigger.com/go/WA/schools/0612000916/school.aspx,Odessa School District,https://www.schooldigger.com/go/WA/district/06120/search.aspx,311 South First Street,Odessa,https://www.schooldigger.com/go/WA/city/Odessa/search.aspx,99159,Lincoln County,(509) 982-2111,Yes,No,No,No,105,9.5,11,34.3,1.9,1,1.9,9.5,0,0,85.7,54.8
Mercer International Middle School,https://www.schooldigger.com/go/WA/schools/0771001136/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,1600 S Columbian Wy,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98108,King County,(206) 252-8000,No,No,No,No,1173,67.2,17.4,58.6,22.3,0.2,36.6,16.5,0.2,8.7,15.4,54.6
Big Picture School,https://www.schooldigger.com/go/WA/schools/0354002976/school.aspx,Highline School District,https://www.schooldigger.com/go/WA/district/03540/search.aspx,440 S 186th St,Burien,https://www.schooldigger.com/go/WA/city/Burien/search.aspx,98148,King County,(206) 631-7700,Yes,No,No,No,218,18.4,11.8,50.9,7.3,2.3,5.5,30.3,0,11.5,40.8,54.5
