Offer_Id,Customer_Id,Time Spent,Starbucks App,Menu Choices,# Of surrounding coffee shops,Web Ad,Email Ad,Social Ad,Mobile Ad,Wash Rooms,Informational,Discount,Gender,Age,Became_Member_On,Income, Total_Amount 
I1,18f6d43ce45c41b398606753c3412f60,78,0,39,16,1,1,0,1,0,1,0,0,71,4/17/16,97000, $76.00 
D3,18f6d43ce45c41b398606753c3412f60,65,1,45,10,1,1,1,1,0,0,1,0,71,4/17/16,97000, $12.00 
D3,18f6d43ce45c41b398606753c3412f60,78,1,38,2,1,1,1,1,0,0,1,0,71,4/17/16,97000, $47.00 
D2,18f6d43ce45c41b398606753c3412f60,20,1,26,16,1,1,1,1,0,0,1,0,71,4/17/16,97000, $13.00 
B2,18f6d43ce45c41b398606753c3412f60,11,1,32,15,1,1,1,1,1,0,0,0,71,4/17/16,97000, $43.00 
B1,5258f977542b49e5ab596382341b3a29,89,0,45,4,0,1,1,1,1,0,0,1,27,12/1/17,37000, $60.00 
I1,5258f977542b49e5ab596382341b3a29,22,0,30,6,1,1,0,1,0,1,0,1,27,12/1/17,37000, $49.00 
I1,5258f977542b49e5ab596382341b3a29,31,0,34,16,1,1,0,1,0,1,0,1,27,12/1/17,37000, $66.00 
D1,5258f977542b49e5ab596382341b3a29,42,0,22,3,1,1,0,0,0,0,1,1,27,12/1/17,37000, $33.00 
I2,af51e40269e14424a5f08ed86a4d6437,66,0,38,6,0,1,1,1,0,1,0,1,52,2/28/15,37000, $80.00 
D4,af51e40269e14424a5f08ed86a4d6437,31,0,40,14,1,1,0,1,0,0,1,1,52,2/28/15,37000, $44.00 
D3,af51e40269e14424a5f08ed86a4d6437,32,1,41,7,1,1,1,1,0,0,1,1,52,2/28/15,37000, $10.00 
B3,af51e40269e14424a5f08ed86a4d6437,38,0,45,15,1,1,0,1,1,0,0,1,52,2/28/15,37000, $16.00 
I2,6afc72ae958d4e67af53f81be77bd398,48,0,27,17,0,1,1,1,0,1,0,0,22,1/22/17,49000, $74.00 
D4,6afc72ae958d4e67af53f81be77bd398,52,1,48,8,1,1,0,1,0,0,1,0,22,1/22/17,49000, $50.00 
I2,6afc72ae958d4e67af53f81be77bd398,21,1,49,3,0,1,1,1,0,1,0,0,22,1/22/17,49000, $37.00 
B3,6afc72ae958d4e67af53f81be77bd398,30,1,47,7,1,1,0,1,1,0,0,0,22,1/22/17,49000, $84.00 
B1,286411d1df244cb4a18d1542834e3d8f,86,0,37,6,0,1,1,1,1,0,0,0,57,10/27/15,102000, $50.00 
D2,286411d1df244cb4a18d1542834e3d8f,29,1,22,12,1,1,1,1,0,0,1,0,57,10/27/15,102000, $77.00 
I2,286411d1df244cb4a18d1542834e3d8f,40,0,34,11,0,1,1,1,0,1,0,0,57,10/27/15,102000, $35.00 
D2,bb93bfae58094546b29f9c08094afd04,70,1,52,4,1,1,1,1,0,0,1,1,58,4/18/16,79000, $16.00 
D1,bb93bfae58094546b29f9c08094afd04,54,1,49,15,1,1,0,0,0,0,1,1,58,4/18/16,79000, $19.00 
D1,bb93bfae58094546b29f9c08094afd04,66,1,26,16,1,1,0,0,0,0,1,1,58,4/18/16,79000, $52.00 
I1,bb93bfae58094546b29f9c08094afd04,86,0,32,8,1,1,0,1,0,1,0,1,58,4/18/16,79000, $57.00 
B4,bb93bfae58094546b29f9c08094afd04,38,1,23,6,1,1,1,1,1,0,0,1,58,4/18/16,79000, $39.00 
D4,bb93bfae58094546b29f9c08094afd04,27,1,43,8,1,1,0,1,0,0,1,1,58,4/18/16,79000, $18.00 
D4,28681c16026943e68f26feaccab0907f,71,1,49,4,1,1,0,1,0,0,1,1,52,5/13/17,72000, $12.00 
B1,28681c16026943e68f26feaccab0907f,86,0,26,8,0,1,1,1,1,0,0,1,52,5/13/17,72000, $14.00 
D4,28681c16026943e68f26feaccab0907f,48,1,51,0,1,1,0,1,0,0,1,1,52,5/13/17,72000, $28.00 
B2,28681c16026943e68f26feaccab0907f,25,1,29,14,1,1,1,1,1,0,0,1,52,5/13/17,72000, $66.00 
D3,28681c16026943e68f26feaccab0907f,7,1,44,17,1,1,1,1,0,0,1,1,52,5/13/17,72000, $65.00 
B2,28681c16026943e68f26feaccab0907f,24,1,37,12,1,1,1,1,1,0,0,1,52,5/13/17,72000, $21.00 
B1,9e9aab288405481cb7cac45dc3c48315,83,1,22,4,0,1,1,1,1,0,0,0,92,8/16/16,108000, $83.00 
D4,9e9aab288405481cb7cac45dc3c48315,75,0,27,5,1,1,0,1,0,0,1,0,92,8/16/16,108000, $10.00 
B3,9e9aab288405481cb7cac45dc3c48315,20,1,45,10,1,1,0,1,1,0,0,0,92,8/16/16,108000, $13.00 
B1,9e9aab288405481cb7cac45dc3c48315,18,1,52,14,0,1,1,1,1,0,0,0,92,8/16/16,108000, $46.00 
D1,f81cf50a115f4042b0fe3f09265a56d7,13,0,52,15,1,1,0,0,0,0,1,0,73,2/26/18,36000, $48.00 
I1,f81cf50a115f4042b0fe3f09265a56d7,11,0,25,1,1,1,0,1,0,1,0,0,73,2/26/18,36000, $52.00 
D4,f81cf50a115f4042b0fe3f09265a56d7,38,0,21,13,1,1,0,1,0,0,1,0,73,2/26/18,36000, $59.00 
I2,f81cf50a115f4042b0fe3f09265a56d7,15,0,30,4,0,1,1,1,0,1,0,0,73,2/26/18,36000, $54.00 
D3,f81cf50a115f4042b0fe3f09265a56d7,51,1,24,0,1,1,1,1,0,0,1,0,73,2/26/18,36000, $39.00 
D1,f81cf50a115f4042b0fe3f09265a56d7,47,0,38,13,1,1,0,0,0,0,1,0,73,2/26/18,36000, $71.00 
D3,0c9c4852f7a04dc8be4865dac3e75d5d,58,1,23,3,1,1,1,1,0,0,1,1,51,1/16/18,44000, $51.00 
B3,0c9c4852f7a04dc8be4865dac3e75d5d,68,0,36,8,1,1,0,1,1,0,0,1,51,1/16/18,44000, $64.00 
D1,0c9c4852f7a04dc8be4865dac3e75d5d,13,0,24,3,1,1,0,0,0,0,1,1,51,1/16/18,44000, $60.00 
B3,0c9c4852f7a04dc8be4865dac3e75d5d,14,0,25,2,1,1,0,1,1,0,0,1,51,1/16/18,44000, $61.00 
I1,30f564f21a894030bed7a6e6f1b143e6,88,0,47,7,1,1,0,1,0,1,0,0,92,10/19/17,87000, $64.00 
B4,30f564f21a894030bed7a6e6f1b143e6,42,1,23,19,1,1,1,1,1,0,0,0,92,10/19/17,87000, $25.00 
B3,30f564f21a894030bed7a6e6f1b143e6,86,0,27,18,1,1,0,1,1,0,0,0,92,10/19/17,87000, $20.00 
I2,30f564f21a894030bed7a6e6f1b143e6,87,0,22,15,0,1,1,1,0,1,0,0,92,10/19/17,87000, $47.00 
B4,842f6309498349c384c691cea552c52c,52,0,35,4,1,1,1,1,1,0,0,0,65,1/12/18,80000, $19.00 
D4,842f6309498349c384c691cea552c52c,84,0,45,15,1,1,0,1,0,0,1,0,65,1/12/18,80000, $62.00 
I1,842f6309498349c384c691cea552c52c,71,0,50,2,1,1,0,1,0,1,0,0,65,1/12/18,80000, $56.00 
B3,842f6309498349c384c691cea552c52c,49,0,46,19,1,1,0,1,1,0,0,0,65,1/12/18,80000, $24.00 
D4,bd91b42ebde945ea81af9a64685b4b79,11,0,44,20,1,1,0,1,0,0,1,1,62,8/5/17,40000, $81.00 
B3,bd91b42ebde945ea81af9a64685b4b79,64,0,27,1,1,1,0,1,1,0,0,1,62,8/5/17,40000, $59.00 
D2,bd91b42ebde945ea81af9a64685b4b79,50,0,39,1,1,1,1,1,0,0,1,1,62,8/5/17,40000, $9.00 
I2,bd91b42ebde945ea81af9a64685b4b79,71,0,33,13,0,1,1,1,0,1,0,1,62,8/5/17,40000, $34.00 
I2,0246f8fdf0b64014a98822b70231c58d,87,0,22,17,0,1,1,1,0,1,0,0,81,4/1/18,79000, $35.00 
I1,0246f8fdf0b64014a98822b70231c58d,65,0,40,3,1,1,0,1,0,1,0,0,81,4/1/18,79000, $27.00 
B3,0246f8fdf0b64014a98822b70231c58d,60,1,21,17,1,1,0,1,1,0,0,0,81,4/1/18,79000, $67.00 
B3,0246f8fdf0b64014a98822b70231c58d,32,1,50,10,1,1,0,1,1,0,0,0,81,4/1/18,79000, $72.00 
D1,0246f8fdf0b64014a98822b70231c58d,30,0,22,7,1,1,0,0,0,0,1,0,81,4/1/18,79000, $50.00 
D2,0246f8fdf0b64014a98822b70231c58d,7,0,21,20,1,1,1,1,0,0,1,0,81,4/1/18,79000, $33.00 
B1,a75470f190174227887a582d93f88969,30,1,25,5,0,1,1,1,1,0,0,1,37,2/22/16,44000, $63.00 
D3,a75470f190174227887a582d93f88969,41,1,46,1,1,1,1,1,0,0,1,1,37,2/22/16,44000, $21.00 
D4,a75470f190174227887a582d93f88969,60,0,36,4,1,1,0,1,0,0,1,1,37,2/22/16,44000, $16.00 
D3,a75470f190174227887a582d93f88969,59,1,39,14,1,1,1,1,0,0,1,1,37,2/22/16,44000, $53.00 
I1,a75470f190174227887a582d93f88969,40,0,52,3,1,1,0,1,0,1,0,1,37,2/22/16,44000, $60.00 
D4,4acef5f30b3c468facf21c59294d4285,69,0,27,7,1,1,0,1,0,0,1,0,55,2/2/16,75000, $76.00 
I2,4acef5f30b3c468facf21c59294d4285,81,0,48,8,0,1,1,1,0,1,0,0,55,2/2/16,75000, $32.00 
I2,4acef5f30b3c468facf21c59294d4285,87,1,47,11,0,1,1,1,0,1,0,0,55,2/2/16,75000, $74.00 
B1,4acef5f30b3c468facf21c59294d4285,65,0,39,8,0,1,1,1,1,0,0,0,55,2/2/16,75000, $13.00 
I2,3a4d1e41dbc143119460fd35f25cec31,47,0,31,14,0,1,1,1,0,1,0,1,61,2/26/18,35000, $51.00 
I1,3a4d1e41dbc143119460fd35f25cec31,73,0,49,17,1,1,0,1,0,1,0,1,61,2/26/18,35000, $49.00 
B1,3a4d1e41dbc143119460fd35f25cec31,79,0,23,10,0,1,1,1,1,0,0,1,61,2/26/18,35000, $59.00 
B3,3a4d1e41dbc143119460fd35f25cec31,19,1,37,10,1,1,0,1,1,0,0,1,61,2/26/18,35000, $15.00 
D1,3a4d1e41dbc143119460fd35f25cec31,73,1,25,8,1,1,0,0,0,0,1,1,61,2/26/18,35000, $9.00 
B2,9f6907ec4e1846dc9266b0289bbce9fb,16,0,43,4,1,1,1,1,1,0,0,1,32,11/24/17,68000, $13.00 
B4,9f6907ec4e1846dc9266b0289bbce9fb,57,0,48,19,1,1,1,1,1,0,0,1,32,11/24/17,68000, $64.00 
D2,9f6907ec4e1846dc9266b0289bbce9fb,19,1,23,4,1,1,1,1,0,0,1,1,32,11/24/17,68000, $68.00 
D3,9f6907ec4e1846dc9266b0289bbce9fb,42,1,46,10,1,1,1,1,0,0,1,1,32,11/24/17,68000, $16.00 
B4,9f6907ec4e1846dc9266b0289bbce9fb,30,0,46,4,1,1,1,1,1,0,0,1,32,11/24/17,68000, $30.00 
D3,9f6907ec4e1846dc9266b0289bbce9fb,31,0,36,15,1,1,1,1,0,0,1,1,32,11/24/17,68000, $56.00 
D2,b93783eb826f47ad8c2d30dd8166ee17,36,1,21,1,1,1,1,1,0,0,1,1,54,6/18/17,71000, $74.00 
B4,b93783eb826f47ad8c2d30dd8166ee17,20,1,48,8,1,1,1,1,1,0,0,1,54,6/18/17,71000, $82.00 
I1,c4cc8a7a10fa402dae9508b47373117d,56,0,40,12,1,1,0,1,0,1,0,1,65,12/30/14,50000, $59.00 
D4,c4cc8a7a10fa402dae9508b47373117d,85,1,31,14,1,1,0,1,0,0,1,1,65,12/30/14,50000, $54.00 
D2,c4cc8a7a10fa402dae9508b47373117d,34,1,41,1,1,1,1,1,0,0,1,1,65,12/30/14,50000, $69.00 
I2,c4cc8a7a10fa402dae9508b47373117d,54,0,26,10,0,1,1,1,0,1,0,1,65,12/30/14,50000, $68.00 
D1,c4cc8a7a10fa402dae9508b47373117d,20,0,33,4,1,1,0,0,0,0,1,1,65,12/30/14,50000, $78.00 
D4,8210573590c443edac928eff65b93424,78,0,40,9,1,1,0,1,0,0,1,1,42,8/6/17,43000, $68.00 
B1,8210573590c443edac928eff65b93424,37,0,39,19,0,1,1,1,1,0,0,1,42,8/6/17,43000, $65.00 
B1,8210573590c443edac928eff65b93424,7,0,37,0,0,1,1,1,1,0,0,1,42,8/6/17,43000, $45.00 
B3,8210573590c443edac928eff65b93424,88,0,40,6,1,1,0,1,1,0,0,1,42,8/6/17,43000, $52.00 
D1,8210573590c443edac928eff65b93424,72,0,48,11,1,1,0,0,0,0,1,1,42,8/6/17,43000, $43.00 
D4,d40b855e10e84a74b6049695ae6d7223,88,0,50,4,1,1,0,1,0,0,1,0,56,1/2/18,90000, $57.00 
D3,d40b855e10e84a74b6049695ae6d7223,33,0,31,17,1,1,1,1,0,0,1,0,56,1/2/18,90000, $66.00 
B4,d40b855e10e84a74b6049695ae6d7223,9,1,28,14,1,1,1,1,1,0,0,0,56,1/2/18,90000, $85.00 
I2,d40b855e10e84a74b6049695ae6d7223,26,1,46,19,0,1,1,1,0,1,0,0,56,1/2/18,90000, $78.00 
I2,d40b855e10e84a74b6049695ae6d7223,32,0,40,14,0,1,1,1,0,1,0,0,56,1/2/18,90000, $13.00 
D2,d40b855e10e84a74b6049695ae6d7223,14,1,40,2,1,1,1,1,0,0,1,0,56,1/2/18,90000, $62.00 
B3,82feefcd3f904269afdabda68c9b73e2,50,0,25,18,1,1,0,1,1,0,0,0,63,11/13/17,58000, $78.00 
D1,82feefcd3f904269afdabda68c9b73e2,74,1,35,7,1,1,0,0,0,0,1,0,63,11/13/17,58000, $26.00 
D2,82feefcd3f904269afdabda68c9b73e2,22,1,46,15,1,1,1,1,0,0,1,0,63,11/13/17,58000, $24.00 
B1,82feefcd3f904269afdabda68c9b73e2,34,1,48,16,0,1,1,1,1,0,0,0,63,11/13/17,58000, $66.00 
D4,82feefcd3f904269afdabda68c9b73e2,11,1,35,10,1,1,0,1,0,0,1,0,63,11/13/17,58000, $69.00 
D3,8ed5af89308d4dae98b33701331926ad,77,1,22,16,1,1,1,1,0,0,1,0,53,8/25/16,75000, $42.00 
B4,8ed5af89308d4dae98b33701331926ad,28,0,25,8,1,1,1,1,1,0,0,0,53,8/25/16,75000, $19.00 
D2,8ed5af89308d4dae98b33701331926ad,70,1,36,2,1,1,1,1,0,0,1,0,53,8/25/16,75000, $28.00 
B2,8ed5af89308d4dae98b33701331926ad,37,0,40,10,1,1,1,1,1,0,0,0,53,8/25/16,75000, $28.00 
B2,daa9206b6c19450c88b6d947ffde76e7,41,0,46,11,1,1,1,1,1,0,0,0,48,8/8/17,75000, $58.00 
B2,daa9206b6c19450c88b6d947ffde76e7,78,0,36,0,1,1,1,1,1,0,0,0,48,8/8/17,75000, $17.00 
I1,daa9206b6c19450c88b6d947ffde76e7,21,0,48,7,1,1,0,1,0,1,0,0,48,8/8/17,75000, $30.00 
D4,daa9206b6c19450c88b6d947ffde76e7,68,0,52,0,1,1,0,1,0,0,1,0,48,8/8/17,75000, $73.00 
B1,daa9206b6c19450c88b6d947ffde76e7,83,0,22,4,0,1,1,1,1,0,0,0,48,8/8/17,75000, $36.00 
D1,daa9206b6c19450c88b6d947ffde76e7,25,0,22,9,1,1,0,0,0,0,1,0,48,8/8/17,75000, $48.00 
B2,7b32d67348b6462fad4f0f59ee3bd8af,90,0,45,6,1,1,1,1,1,0,0,0,56,6/6/17,118000, $55.00 
B2,7b32d67348b6462fad4f0f59ee3bd8af,31,1,47,4,1,1,1,1,1,0,0,0,56,6/6/17,118000, $25.00 
D1,7b32d67348b6462fad4f0f59ee3bd8af,73,0,35,5,1,1,0,0,0,0,1,0,56,6/6/17,118000, $64.00 
I2,7b32d67348b6462fad4f0f59ee3bd8af,34,0,24,2,0,1,1,1,0,1,0,0,56,6/6/17,118000, $14.00 
I2,7b32d67348b6462fad4f0f59ee3bd8af,40,0,47,0,0,1,1,1,0,1,0,0,56,6/6/17,118000, $15.00 
B4,a4ab755ad5d748ba8bb1bf32b6096e83,22,1,30,13,1,1,1,1,1,0,0,1,55,9/30/17,32000, $55.00 
B1,a4ab755ad5d748ba8bb1bf32b6096e83,31,1,47,20,0,1,1,1,1,0,0,1,55,9/30/17,32000, $45.00 
I2,a4ab755ad5d748ba8bb1bf32b6096e83,69,1,33,3,0,1,1,1,0,1,0,1,55,9/30/17,32000, $56.00 
B3,77cc94689f2f4312b79321f415da78f4,14,0,31,8,1,1,0,1,1,0,0,1,62,8/16/17,55000, $19.00 
B1,77cc94689f2f4312b79321f415da78f4,37,0,43,16,0,1,1,1,1,0,0,1,62,8/16/17,55000, $49.00 
I2,77cc94689f2f4312b79321f415da78f4,38,0,25,12,0,1,1,1,0,1,0,1,62,8/16/17,55000, $23.00 
B2,77cc94689f2f4312b79321f415da78f4,64,0,27,12,1,1,1,1,1,0,0,1,62,8/16/17,55000, $49.00 
B2,ff7cb44e72db4112b270560686f97a23,36,1,45,5,1,1,1,1,1,0,0,0,58,11/2/15,39000, $21.00 
D1,ff7cb44e72db4112b270560686f97a23,89,0,32,18,1,1,0,0,0,0,1,0,58,11/2/15,39000, $45.00 
D1,ff7cb44e72db4112b270560686f97a23,17,0,24,10,1,1,0,0,0,0,1,0,58,11/2/15,39000, $72.00 
D4,ff7cb44e72db4112b270560686f97a23,83,0,22,6,1,1,0,1,0,0,1,0,58,11/2/15,39000, $7.00 
D3,28f9666945804ab0bfc63f3ec6ae9af1,28,0,24,10,1,1,1,1,0,0,1,0,38,4/11/18,44000, $38.00 
B2,28f9666945804ab0bfc63f3ec6ae9af1,69,0,32,1,1,1,1,1,1,0,0,0,38,4/11/18,44000, $17.00 
D1,28f9666945804ab0bfc63f3ec6ae9af1,33,0,24,18,1,1,0,0,0,0,1,0,38,4/11/18,44000, $65.00 
D1,28f9666945804ab0bfc63f3ec6ae9af1,36,0,21,19,1,1,0,0,0,0,1,0,38,4/11/18,44000, $37.00 
B2,e4d95c80a1914492aff749a61bee8380,76,0,48,18,1,1,1,1,1,0,0,1,60,6/15/18,85000, $11.00 
D2,e4d95c80a1914492aff749a61bee8380,66,0,52,15,1,1,1,1,0,0,1,1,60,6/15/18,85000, $69.00 
B1,e4d95c80a1914492aff749a61bee8380,36,0,37,1,0,1,1,1,1,0,0,1,60,6/15/18,85000, $36.00 
B3,e4d95c80a1914492aff749a61bee8380,79,1,52,6,1,1,0,1,1,0,0,1,60,6/15/18,85000, $29.00 
B2,e4d95c80a1914492aff749a61bee8380,9,0,49,15,1,1,1,1,1,0,0,1,60,6/15/18,85000, $42.00 
D4,d8a36c06ea954489a55e17a194bb1735,27,1,40,7,1,1,0,1,0,0,1,0,65,4/21/16,35000, $17.00 
B3,d8a36c06ea954489a55e17a194bb1735,42,0,35,17,1,1,0,1,1,0,0,0,65,4/21/16,35000, $81.00 
D2,d8a36c06ea954489a55e17a194bb1735,61,1,37,1,1,1,1,1,0,0,1,0,65,4/21/16,35000, $16.00 
D4,d8a36c06ea954489a55e17a194bb1735,20,1,41,12,1,1,0,1,0,0,1,0,65,4/21/16,35000, $26.00 
D4,62811a87189d467b81a809a886742e85,71,0,42,8,1,1,0,1,0,0,1,1,83,11/23/17,103000, $31.00 
D1,62811a87189d467b81a809a886742e85,71,0,21,2,1,1,0,0,0,0,1,1,83,11/23/17,103000, $78.00 
B1,62811a87189d467b81a809a886742e85,51,0,43,3,0,1,1,1,1,0,0,1,83,11/23/17,103000, $10.00 
D1,62811a87189d467b81a809a886742e85,77,0,50,10,1,1,0,0,0,0,1,1,83,11/23/17,103000, $20.00 
D2,62811a87189d467b81a809a886742e85,9,0,48,3,1,1,1,1,0,0,1,1,83,11/23/17,103000, $69.00 
D3,62811a87189d467b81a809a886742e85,24,0,32,6,1,1,1,1,0,0,1,1,83,11/23/17,103000, $68.00 
B3,8ca462f1192b4aa29ac99768d5eefbfa,37,0,24,19,1,1,0,1,1,0,0,1,64,5/3/17,54000, $27.00 
B1,8ca462f1192b4aa29ac99768d5eefbfa,81,0,50,15,0,1,1,1,1,0,0,1,64,5/3/17,54000, $54.00 
D2,8ca462f1192b4aa29ac99768d5eefbfa,77,0,35,10,1,1,1,1,0,0,1,1,64,5/3/17,54000, $68.00 
I2,8ca462f1192b4aa29ac99768d5eefbfa,41,0,27,19,0,1,1,1,0,1,0,1,64,5/3/17,54000, $13.00 
B3,b4298bee37414eb7b30feeea90f8247b,47,1,27,11,1,1,0,1,1,0,0,1,50,1/21/18,46000, $64.00 
D3,b4298bee37414eb7b30feeea90f8247b,78,1,39,2,1,1,1,1,0,0,1,1,50,1/21/18,46000, $20.00 
D1,b4298bee37414eb7b30feeea90f8247b,34,1,30,15,1,1,0,0,0,0,1,1,50,1/21/18,46000, $55.00 
D4,b4298bee37414eb7b30feeea90f8247b,50,1,32,14,1,1,0,1,0,0,1,1,50,1/21/18,46000, $69.00 
B4,b4298bee37414eb7b30feeea90f8247b,90,1,25,9,1,1,1,1,1,0,0,1,50,1/21/18,46000, $53.00 
B3,2a048f2c29474efcaf0f59ce9c4fc169,37,0,29,6,1,1,0,1,1,0,0,1,32,1/27/18,37000, $48.00 
B2,2a048f2c29474efcaf0f59ce9c4fc169,55,0,40,3,1,1,1,1,1,0,0,1,32,1/27/18,37000, $8.00 
D3,2a048f2c29474efcaf0f59ce9c4fc169,88,0,37,3,1,1,1,1,0,0,1,1,32,1/27/18,37000, $29.00 
B1,2a048f2c29474efcaf0f59ce9c4fc169,32,0,32,5,0,1,1,1,1,0,0,1,32,1/27/18,37000, $50.00 
B1,46ce64b2811143158f593051795485ec,26,0,43,18,0,1,1,1,1,0,0,1,81,6/22/15,37000, $15.00 
I2,46ce64b2811143158f593051795485ec,48,0,41,1,0,1,1,1,0,1,0,1,81,6/22/15,37000, $70.00 
I1,46ce64b2811143158f593051795485ec,26,0,32,5,1,1,0,1,0,1,0,1,81,6/22/15,37000, $12.00 
D4,46ce64b2811143158f593051795485ec,70,0,38,17,1,1,0,1,0,0,1,1,81,6/22/15,37000, $54.00 
D1,60f30fc1cd8b468b91ad5a0531f971c7,40,0,22,20,1,1,0,0,0,0,1,0,90,12/3/17,89000, $28.00 
D4,60f30fc1cd8b468b91ad5a0531f971c7,47,0,34,15,1,1,0,1,0,0,1,0,90,12/3/17,89000, $24.00 
B4,60f30fc1cd8b468b91ad5a0531f971c7,24,1,21,17,1,1,1,1,1,0,0,0,90,12/3/17,89000, $24.00 
B1,60f30fc1cd8b468b91ad5a0531f971c7,48,1,43,17,0,1,1,1,1,0,0,0,90,12/3/17,89000, $10.00 
B1,60f30fc1cd8b468b91ad5a0531f971c7,65,0,50,0,0,1,1,1,1,0,0,0,90,12/3/17,89000, $49.00 
B3,09ccb706f86c4d1ca7a35d054caa9fb5,72,0,30,6,1,1,0,1,1,0,0,1,51,1/27/15,50000, $53.00 
B1,09ccb706f86c4d1ca7a35d054caa9fb5,9,0,35,16,0,1,1,1,1,0,0,1,51,1/27/15,50000, $77.00 
B4,09ccb706f86c4d1ca7a35d054caa9fb5,68,1,49,17,1,1,1,1,1,0,0,1,51,1/27/15,50000, $61.00 
B2,09ccb706f86c4d1ca7a35d054caa9fb5,61,0,51,8,1,1,1,1,1,0,0,1,51,1/27/15,50000, $50.00 
B1,09ccb706f86c4d1ca7a35d054caa9fb5,46,0,44,10,0,1,1,1,1,0,0,1,51,1/27/15,50000, $78.00 
B2,09ccb706f86c4d1ca7a35d054caa9fb5,31,0,27,1,1,1,1,1,1,0,0,1,51,1/27/15,50000, $53.00 
D2,f31e27cdcdac4b0a9a384c0567a7ae43,63,1,51,2,1,1,1,1,0,0,1,0,51,1/13/17,85000, $63.00 
D3,f31e27cdcdac4b0a9a384c0567a7ae43,42,1,50,18,1,1,1,1,0,0,1,0,51,1/13/17,85000, $49.00 
B1,f31e27cdcdac4b0a9a384c0567a7ae43,68,1,23,0,0,1,1,1,1,0,0,0,51,1/13/17,85000, $33.00 
B4,f31e27cdcdac4b0a9a384c0567a7ae43,21,1,49,14,1,1,1,1,1,0,0,0,51,1/13/17,85000, $40.00 
B1,f31e27cdcdac4b0a9a384c0567a7ae43,20,1,32,11,0,1,1,1,1,0,0,0,51,1/13/17,85000, $30.00 
B4,f31e27cdcdac4b0a9a384c0567a7ae43,89,1,50,19,1,1,1,1,1,0,0,0,51,1/13/17,85000, $72.00 
B3,667e1e1a4c8849d5879bc1d830e5a6b3,33,1,36,8,1,1,0,1,1,0,0,1,40,11/29/17,70000, $82.00 
I1,667e1e1a4c8849d5879bc1d830e5a6b3,45,0,39,0,1,1,0,1,0,1,0,1,40,11/29/17,70000, $72.00 
D1,667e1e1a4c8849d5879bc1d830e5a6b3,43,1,42,15,1,1,0,0,0,0,1,1,40,11/29/17,70000, $79.00 
B3,5cccab62e4f3456f9824f1930e1da5dc,76,0,36,3,1,1,0,1,1,0,0,0,62,4/6/16,101000, $79.00 
D3,5cccab62e4f3456f9824f1930e1da5dc,33,1,47,1,1,1,1,1,0,0,1,0,62,4/6/16,101000, $81.00 
D3,5cccab62e4f3456f9824f1930e1da5dc,64,1,21,1,1,1,1,1,0,0,1,0,62,4/6/16,101000, $39.00 
B4,0eb1e015491241889fd6bfdf0794f052,90,0,35,7,1,1,1,1,1,0,0,1,37,11/5/17,64000, $65.00 
I1,0eb1e015491241889fd6bfdf0794f052,47,0,36,9,1,1,0,1,0,1,0,1,37,11/5/17,64000, $23.00 
I2,0eb1e015491241889fd6bfdf0794f052,70,0,39,0,0,1,1,1,0,1,0,1,37,11/5/17,64000, $7.00 
D4,0eb1e015491241889fd6bfdf0794f052,73,0,34,2,1,1,0,1,0,0,1,1,37,11/5/17,64000, $32.00 
D2,0eb1e015491241889fd6bfdf0794f052,31,0,38,4,1,1,1,1,0,0,1,1,37,11/5/17,64000, $38.00 
B1,9c20b8e0ba9d4ae3bfe6d259a85d1d12,69,0,49,11,0,1,1,1,1,0,0,0,53,1/29/17,91000, $72.00 
I2,9c20b8e0ba9d4ae3bfe6d259a85d1d12,49,0,31,14,0,1,1,1,0,1,0,0,53,1/29/17,91000, $46.00 
B3,9c20b8e0ba9d4ae3bfe6d259a85d1d12,22,0,39,10,1,1,0,1,1,0,0,0,53,1/29/17,91000, $60.00 
D3,9c20b8e0ba9d4ae3bfe6d259a85d1d12,42,1,21,9,1,1,1,1,0,0,1,0,53,1/29/17,91000, $49.00 
B4,6d5d091c50874123930d2031dec502e9,47,0,33,14,1,1,1,1,1,0,0,0,50,3/13/18,55000, $33.00 
D4,6d5d091c50874123930d2031dec502e9,31,0,36,11,1,1,0,1,0,0,1,0,50,3/13/18,55000, $16.00 
D4,6d5d091c50874123930d2031dec502e9,89,0,47,10,1,1,0,1,0,0,1,0,50,3/13/18,55000, $26.00 
B3,6d5d091c50874123930d2031dec502e9,89,0,38,1,1,1,0,1,1,0,0,0,50,3/13/18,55000, $52.00 
B3,6d5d091c50874123930d2031dec502e9,47,0,27,19,1,1,0,1,1,0,0,0,50,3/13/18,55000, $62.00 
D2,615925c2e1394f50862005e5a1190585,14,0,24,18,1,1,1,1,0,0,1,1,65,4/25/18,105000, $84.00 
B1,615925c2e1394f50862005e5a1190585,60,1,23,13,0,1,1,1,1,0,0,1,65,4/25/18,105000, $28.00 
D4,615925c2e1394f50862005e5a1190585,64,1,28,8,1,1,0,1,0,0,1,1,65,4/25/18,105000, $40.00 
B1,615925c2e1394f50862005e5a1190585,28,0,24,6,0,1,1,1,1,0,0,1,65,4/25/18,105000, $22.00 
D3,615925c2e1394f50862005e5a1190585,54,1,34,4,1,1,1,1,0,0,1,1,65,4/25/18,105000, $69.00 
D1,615925c2e1394f50862005e5a1190585,56,0,39,0,1,1,0,0,0,0,1,1,65,4/25/18,105000, $26.00 
