School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
Longwood High School,https://www.schooldigger.com/go/NY/schools/1923001753/school.aspx,Longwood Central School District,https://www.schooldigger.com/go/NY/district/19230/search.aspx,100 Longwood Rd,Middle Island,https://www.schooldigger.com/go/NY/city/Middle+Island/search.aspx,11953,Suffolk County,(631) 345-9200,Yes,No,No,No,2994,216.4,13.8,40.5,17.6,0.4,3.2,26.7,0.2,3.8,48.1,71.6
Schoharie High School,https://www.schooldigger.com/go/NY/schools/2610003598/school.aspx,Schoharie Central School District,https://www.schooldigger.com/go/NY/district/26100/search.aspx,136 Academy Dr,Schoharie,https://www.schooldigger.com/go/NY/city/Schoharie/search.aspx,12157,Schoharie County,(518) 295-6601,Yes,No,No,No,458,39.6,11.5,44.1,0.7,0,0,2.6,0,2.8,93.9,71.6
Shoreham-Wading River High School,https://www.schooldigger.com/go/NY/schools/2684003657/school.aspx,Shoreham-Wading River Central School District,https://www.schooldigger.com/go/NY/district/26840/search.aspx,250a Rt 25a,Shoreham,https://www.schooldigger.com/go/NY/city/Shoreham/search.aspx,11786,Suffolk County,(631) 821-8264,No,No,No,No,739,74.8,9.8,,1.4,0,2.7,6.8,0,0.7,88.5,71.5
Fort Ann Middle/High School,https://www.schooldigger.com/go/NY/schools/1128000891/school.aspx,Fort Ann Central School District,https://www.schooldigger.com/go/NY/district/11280/search.aspx,1 Catherine St,Fort Ann,https://www.schooldigger.com/go/NY/city/Fort+Ann/search.aspx,12827,Washington County,(518) 639-5594,Yes,No,No,No,217,21.9,9.8,46.1,0.5,0,0.5,4.1,0,0.9,94,71.4
Skaneateles Senior High School,https://www.schooldigger.com/go/NY/schools/2694003668/school.aspx,Skaneateles Central School District,https://www.schooldigger.com/go/NY/district/26940/search.aspx,49 E Elizabeth St,Skaneateles,https://www.schooldigger.com/go/NY/city/Skaneateles/search.aspx,13152,Onondaga County,(315) 291-2231,No,No,No,No,458,43.4,10.5,9.4,0.4,0,2.2,2.2,0,1.1,94.1,71.3
Peru High School,https://www.schooldigger.com/go/NY/schools/2283003209/school.aspx,Peru Central School District,https://www.schooldigger.com/go/NY/district/22830/search.aspx,17 School St,Peru,https://www.schooldigger.com/go/NY/city/Peru/search.aspx,12972,Clinton County,(518) 643-6400,Yes,No,No,No,553,49.8,11,38.2,1.3,0.7,0.5,0.5,0.2,2,94.8,71.3
Bronx Preparatory Charter School,https://www.schooldigger.com/go/NY/schools/0004204466/school.aspx,Bronx Preparatory Charter School,https://www.schooldigger.com/go/NY/district/00042/search.aspx,3872 3rd Ave,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10457,Bronx County,(718) 294-0841,Yes,Yes,No,No,831,60,13.8,85.3,51.6,0.2,0.5,46.1,0.2,0.1,1.2,71.3
West Genesee Senior High School,https://www.schooldigger.com/go/NY/schools/3063004119/school.aspx,West Genesee Central School District,https://www.schooldigger.com/go/NY/district/30630/search.aspx,5201 W Genesee St,Camillus,https://www.schooldigger.com/go/NY/city/Camillus/search.aspx,13031,Onondaga County,(315) 487-4592,No,No,No,No,1385,107.7,12.8,,3.6,0.9,1.1,4,0.1,3.6,86.8,71.3
Belfast School,https://www.schooldigger.com/go/NY/schools/0435000187/school.aspx,Belfast Central School District,https://www.schooldigger.com/go/NY/district/04350/search.aspx,1 King St,Belfast,https://www.schooldigger.com/go/NY/city/Belfast/search.aspx,14711,Allegany County,(585) 365-9940,Yes,No,No,No,338,35,9.6,56.2,0.6,0,0,0.9,0,1.8,96.7,71.1
Floral Park Memorial High School,https://www.schooldigger.com/go/NY/schools/2652003627/school.aspx,Sewanhaka Central High School District,https://www.schooldigger.com/go/NY/district/26520/search.aspx,210 Locust St,Floral Park,https://www.schooldigger.com/go/NY/city/Floral+Park/search.aspx,11001,Nassau County,(516) 488-9300,No,No,No,No,1363,104.1,13,15.8,11.5,0.1,18.9,17.2,1.2,0.5,50.6,71.1
Valley Stream North High School,https://www.schooldigger.com/go/NY/schools/2952003982/school.aspx,Valley Stream Central High School District,https://www.schooldigger.com/go/NY/district/29520/search.aspx,750 Herman Ave,Franklin Square,https://www.schooldigger.com/go/NY/city/Franklin+Square/search.aspx,11010,Nassau County,(516) 564-5510,No,No,No,No,1338,109.6,12.2,28.3,17.5,0.2,21.2,29.1,1.5,1.4,29,71.1
Fox Lane High School,https://www.schooldigger.com/go/NY/schools/1995001822/school.aspx,Bedford Central School District,https://www.schooldigger.com/go/NY/district/19950/search.aspx,S Bedford Rd,Bedford,https://www.schooldigger.com/go/NY/city/Bedford/search.aspx,10506,Westchester County,(914) 241-6085,No,No,No,No,1321,114.8,11.5,37.9,3.1,0,3.6,37.9,0,3.9,51.6,71
Elwood/John Glenn High School,https://www.schooldigger.com/go/NY/schools/1068000843/school.aspx,Elwood Union Free School District,https://www.schooldigger.com/go/NY/district/10680/search.aspx,478 Elwood Rd,Elwood,https://www.schooldigger.com/go/NY/city/Elwood/search.aspx,11731,Suffolk County,(631) 266-5410,No,No,No,No,700,58.6,11.9,22.4,5.9,0,7.1,17.7,0.3,2.3,66.7,70.9
Scotia-Glenville Senior High School,https://www.schooldigger.com/go/NY/schools/2631003609/school.aspx,Scotia-Glenville Central School District,https://www.schooldigger.com/go/NY/district/26310/search.aspx,1 Tartan Way,Scotia,https://www.schooldigger.com/go/NY/city/Scotia/search.aspx,12302,Schenectady County,(518) 382-1231,No,No,No,No,800,57.2,13.9,30.3,3.5,0.1,0.8,3.5,0.8,0,91.4,70.9
Remsen Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/2436003338/school.aspx,Remsen Central School District,https://www.schooldigger.com/go/NY/district/24360/search.aspx,9733 Main St,Remsen,https://www.schooldigger.com/go/NY/city/Remsen/search.aspx,13438,Oneida County,(315) 205-4300,Yes,No,No,No,196,21.3,9.1,58.7,0,0,0.5,1.5,0,1,96.9,70.7
Boerum Hill School For International Studies (The),https://www.schooldigger.com/go/NY/schools/0009204890/school.aspx,New York City Geographic District #15,https://www.schooldigger.com/go/NY/district/00092/search.aspx,284 Baltic St,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11201,Kings County,(718) 330-9390,No,No,No,No,780,62.2,12.5,50.5,27.6,0.6,2.7,24.6,0.3,7.4,36.8,70.6
Tappan Zee High School,https://www.schooldigger.com/go/NY/schools/2745003741/school.aspx,South Orangetown Central School District,https://www.schooldigger.com/go/NY/district/27450/search.aspx,15 Dutch Hill Rd,Orangeburg,https://www.schooldigger.com/go/NY/city/Orangeburg/search.aspx,10962,Rockland County,(845) 680-1606,Yes,No,No,No,953,90,10.5,15.3,1.8,0.1,7.2,16.1,0.2,3,71.6,70.4
H Frank Carey High School,https://www.schooldigger.com/go/NY/schools/2652003628/school.aspx,Sewanhaka Central High School District,https://www.schooldigger.com/go/NY/district/26520/search.aspx,230 Poppy Ave,Franklin Square,https://www.schooldigger.com/go/NY/city/Franklin+Square/search.aspx,11010,Nassau County,(516) 539-9400,No,No,No,No,1607,111.7,14.3,14.9,2.1,0.3,11.9,20.5,0.6,0.9,63.7,70.2
Energy Technical High School,https://www.schooldigger.com/go/NY/schools/0010206443/school.aspx,New York City Geographic District #30,https://www.schooldigger.com/go/NY/district/00102/search.aspx,36-41 28th St,Long Island City,https://www.schooldigger.com/go/NY/city/Long+Island+City/search.aspx,11106,Queens County,(718) 472-0536,Yes,No,No,No,521,41.8,12.4,80.2,6.5,0.4,20.7,58,0.6,3.3,10.6,70.2
Heuvelton Central School,https://www.schooldigger.com/go/NY/schools/1431001180/school.aspx,Heuvelton Central School District,https://www.schooldigger.com/go/NY/district/14310/search.aspx,87 Washington St,Heuvelton,https://www.schooldigger.com/go/NY/city/Heuvelton/search.aspx,13654,St. Lawrence County,(315) 344-2414,Yes,No,No,No,524,44.5,11.7,41.2,1,0,0,1.3,0,1,96.8,70.1
W Tresper Clarke High School,https://www.schooldigger.com/go/NY/schools/0984000761/school.aspx,East Meadow Union Free School District,https://www.schooldigger.com/go/NY/district/09840/search.aspx,740 Edgewood Dr,Westbury,https://www.schooldigger.com/go/NY/city/Westbury/search.aspx,11590,Nassau County,(516) 876-7451,No,No,No,No,776,73.1,10.6,22.4,3,0,25.6,22.2,0.1,0.6,48.5,70
Spackenkill High School,https://www.schooldigger.com/go/NY/schools/0650000434/school.aspx,Spackenkill Union Free School District,https://www.schooldigger.com/go/NY/district/06500/search.aspx,112 Spackenkill Rd,Poughkeepsie,https://www.schooldigger.com/go/NY/city/Poughkeepsie/search.aspx,12603,Dutchess County,(845) 463-7810,No,No,No,No,497,50.4,9.8,22.7,15.7,0,12.3,14.3,0.2,3.8,53.7,69.9
Holland Patent Central High School,https://www.schooldigger.com/go/NY/schools/1458001209/school.aspx,Holland Patent Central School District,https://www.schooldigger.com/go/NY/district/14580/search.aspx,8079 Thompson Rd,Holland Patent,https://www.schooldigger.com/go/NY/city/Holland+Patent/search.aspx,13354,Oneida County,(315) 865-8154,No,No,No,No,424,34.7,12.2,38.7,0,0,0.2,0.7,0.5,0.9,97.6,69.9
Wellington C Mepham High School,https://www.schooldigger.com/go/NY/schools/1902001725/school.aspx,Bellmore-Merrick Central High School District,https://www.schooldigger.com/go/NY/district/19020/search.aspx,2401 Camp Ave,Bellmore,https://www.schooldigger.com/go/NY/city/Bellmore/search.aspx,11710,Nassau County,(516) 992-1500,Yes,No,Yes,No,1268,103.5,12.2,15.5,2.4,0.8,8.4,12,0.3,2.3,73.7,69.9
Monroe-Woodbury High School,https://www.schooldigger.com/go/NY/schools/1965001795/school.aspx,Monroe-Woodbury Central School District,https://www.schooldigger.com/go/NY/district/19650/search.aspx,155 Dunderberg Rd,Central Valley,https://www.schooldigger.com/go/NY/city/Central+Valley/search.aspx,10917,Orange County,(845) 460-7000,No,No,No,No,2436,154.3,15.7,30,9.6,0.1,7,31.2,0.1,1.7,50.3,69.7
Donald H Crane Junior/Senior High School,https://www.schooldigger.com/go/NY/schools/3105004169/school.aspx,Westmoreland Central School District,https://www.schooldigger.com/go/NY/district/31050/search.aspx,5176 Rt 233,Westmoreland,https://www.schooldigger.com/go/NY/city/Westmoreland/search.aspx,13490,Oneida County,(315) 557-2616,Yes,No,No,No,425,31,13.6,24.2,1.9,0,0.7,2.1,0,0.9,94.4,69.6
Saunders Trades & Technical High School,https://www.schooldigger.com/go/NY/schools/3192004251/school.aspx,Yonkers City School District,https://www.schooldigger.com/go/NY/district/31920/search.aspx,183 Palmer Rd,Yonkers,https://www.schooldigger.com/go/NY/city/Yonkers/search.aspx,10701,Westchester County,(914) 376-8150,Yes,No,Yes,No,1132,78.8,14.3,81.5,11.2,0.2,5.6,61.1,0.1,1.3,20.5,69.6
Chenango Valley High School,https://www.schooldigger.com/go/NY/schools/0729000517/school.aspx,Chenango Valley Central School District,https://www.schooldigger.com/go/NY/district/07290/search.aspx,221 Chenango Bridge Rd,Binghamton,https://www.schooldigger.com/go/NY/city/Binghamton/search.aspx,13901,Broome County,(607) 762-6900,Yes,No,No,No,480,33.8,14.1,38.8,2.3,0.2,2.3,2.5,0,2.9,89.8,69.5
Art And Design High School,https://www.schooldigger.com/go/NY/schools/0007701911/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,231-249 E 56th St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10019,New York County,(212) 752-4340,No,No,No,No,1509,96.6,15.6,57.9,13.1,0.5,9.3,47.3,0.1,8.1,21.5,69.4
Queensbury Senior High School,https://www.schooldigger.com/go/NY/schools/2403003318/school.aspx,Queensbury Union Free School District,https://www.schooldigger.com/go/NY/district/24030/search.aspx,409 Aviation Rd,Queensbury,https://www.schooldigger.com/go/NY/city/Queensbury/search.aspx,12804,Warren County,(518) 824-4626,No,No,No,No,1049,85.3,12.2,31.2,1.6,0.1,1.4,3.1,0.1,1.6,92,69.3
Caledonia-Mumford High School,https://www.schooldigger.com/go/NY/schools/0618000399/school.aspx,Caledonia-Mumford Central School District,https://www.schooldigger.com/go/NY/district/06180/search.aspx,99 North St,Caledonia,https://www.schooldigger.com/go/NY/city/Caledonia/search.aspx,14423,Livingston County,(585) 538-3483,No,No,No,No,215,20.2,10.6,29.8,2.8,0,1.4,1.9,0,1.4,92.6,69.3
Greene High School,https://www.schooldigger.com/go/NY/schools/1275001052/school.aspx,Greene Central School District,https://www.schooldigger.com/go/NY/district/12750/search.aspx,40 S Canal St,Greene,https://www.schooldigger.com/go/NY/city/Greene/search.aspx,13778,Chenango County,(607) 656-4161,No,No,No,No,284,21.9,12.9,46.1,0.7,1.8,0.7,3.5,0,0,93.3,69.3
Frederick Olmsted #156,https://www.schooldigger.com/go/NY/schools/0585000348/school.aspx,Buffalo City School District,https://www.schooldigger.com/go/NY/district/05850/search.aspx,319 Suffolk,Buffalo,https://www.schooldigger.com/go/NY/city/Buffalo/search.aspx,14215,Erie County,(716) 816-4330,Yes,No,No,No,893,71.4,12.4,51.7,35.6,1.1,12.3,13,0,6.3,31.7,69.1
Kenmore West Senior High School,https://www.schooldigger.com/go/NY/schools/1623001412/school.aspx,Kenmore-Tonawanda Union Free School District,https://www.schooldigger.com/go/NY/district/16230/search.aspx,33 Highland Pky,Buffalo,https://www.schooldigger.com/go/NY/city/Buffalo/search.aspx,14223,Erie County,(716) 874-8401,No,No,No,No,1378,143.5,9.6,45.7,8.1,0.9,3.2,8.9,0,4.6,74.2,69
Attica Senior High School,https://www.schooldigger.com/go/NY/schools/0342000099/school.aspx,Attica Central School District,https://www.schooldigger.com/go/NY/district/03420/search.aspx,3338 E Main St,Attica,https://www.schooldigger.com/go/NY/city/Attica/search.aspx,14011,Wyoming County,(585) 591-0400,No,No,No,No,405,44.3,9.1,33.6,1,0.2,1,1.2,0,0.2,96.3,68.9
Spencerport High School,https://www.schooldigger.com/go/NY/schools/2778003762/school.aspx,Spencerport Central School District,https://www.schooldigger.com/go/NY/district/27780/search.aspx,2707 Spencerport Rd,Spencerport,https://www.schooldigger.com/go/NY/city/Spencerport/search.aspx,14559,Monroe County,(585) 349-5202,No,No,No,No,1139,105.6,10.7,32.7,4.9,0.3,1.9,7.6,0.2,5.2,79.9,68.8
Eastport-South Manor Junior Senior High School,https://www.schooldigger.com/go/NY/schools/0012504241/school.aspx,Eastport-South Manor Central School District,https://www.schooldigger.com/go/NY/district/00125/search.aspx,543 Moriches-Middle Isl Rd,Manorville,https://www.schooldigger.com/go/NY/city/Manorville/search.aspx,11949,Suffolk County,(631) 801-3257,No,No,No,No,1709,129.3,13.2,19.6,1.8,0,1.7,7.8,0,1.5,87.1,68.8
Hartford Middle/High School,https://www.schooldigger.com/go/NY/schools/1383001129/school.aspx,Hartford Central School District,https://www.schooldigger.com/go/NY/district/13830/search.aspx,4704 State Rt 149,Hartford,https://www.schooldigger.com/go/NY/city/Hartford/search.aspx,12838,Washington County,(518) 632-5923,Yes,No,No,No,226,26.3,8.5,46.9,0,0,0.4,2.2,0,0.4,96.9,68.8
Pierson Middle/High School,https://www.schooldigger.com/go/NY/schools/2538003514/school.aspx,Sag Harbor Union Free School District,https://www.schooldigger.com/go/NY/district/25380/search.aspx,200 Jermain Ave,Sag Harbor,https://www.schooldigger.com/go/NY/city/Sag+Harbor/search.aspx,11963,Suffolk County,(631) 725-5302,No,No,No,No,529,64.5,8.1,23.3,2.8,0,2.5,24,0,0,70.7,68.7
Hammondsport Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/1347001105/school.aspx,Hammondsport Central School District,https://www.schooldigger.com/go/NY/district/13470/search.aspx,8272 Main St,Hammondsport,https://www.schooldigger.com/go/NY/city/Hammondsport/search.aspx,14840,Steuben County,(607) 569-5200,Yes,No,No,No,188,25,7.5,41.5,0,0,0,1.1,0,4.3,94.7,68.4
Millbrook High School,https://www.schooldigger.com/go/NY/schools/1938005859/school.aspx,Millbrook Central School District,https://www.schooldigger.com/go/NY/district/19380/search.aspx,70 Church St,Millbrook,https://www.schooldigger.com/go/NY/city/Millbrook/search.aspx,12545,Dutchess County,(845) 677-2510,No,No,No,No,295,29.5,9.9,28.5,2.4,0,0,11.9,0,4.7,81,68.4
Southwestern Senior High School,https://www.schooldigger.com/go/NY/schools/2766003756/school.aspx,Southwestern Central School District At Jamestown,https://www.schooldigger.com/go/NY/district/27660/search.aspx,600 Hunt Rd W,Jamestown,https://www.schooldigger.com/go/NY/city/Jamestown/search.aspx,14701,Chautauqua County,(716) 664-6273,Yes,No,No,No,439,36.4,12,33.9,0.9,0.2,2.3,5,0,3,88.6,68.3
Horseheads Senior High School,https://www.schooldigger.com/go/NY/schools/1485001241/school.aspx,Horseheads Central School District,https://www.schooldigger.com/go/NY/district/14850/search.aspx,401 Fletcher St,Horseheads,https://www.schooldigger.com/go/NY/city/Horseheads/search.aspx,14845,Chemung County,(607) 739-5601,No,No,No,No,1235,90.6,13.6,26.1,1,0.3,3.4,3,0.2,4.2,87.9,68.1
Southern Cayuga 7-12 Secondary School,https://www.schooldigger.com/go/NY/schools/2757003749/school.aspx,Southern Cayuga Central School District,https://www.schooldigger.com/go/NY/district/27570/search.aspx,2384 Rt 34b,Aurora,https://www.schooldigger.com/go/NY/city/Aurora/search.aspx,13026,Cayuga County,(315) 364-7111,Yes,No,No,No,303,29.3,10.3,45.9,0,0.7,1.3,13.5,0.3,3.6,80.5,68.1
Mount Markham Senior High School,https://www.schooldigger.com/go/NY/schools/3093004156/school.aspx,Mount Markham Central School District,https://www.schooldigger.com/go/NY/district/30930/search.aspx,500 Fairground Rd,West Winfield,https://www.schooldigger.com/go/NY/city/West+Winfield/search.aspx,13491,Herkimer County,(315) 822-2900,No,No,No,No,347,33,10.5,43.5,0.3,0,0.9,0.6,0,1.2,97.1,67.9
East Meadow High School,https://www.schooldigger.com/go/NY/schools/0984000756/school.aspx,East Meadow Union Free School District,https://www.schooldigger.com/go/NY/district/09840/search.aspx,101 Carman Ave,East Meadow,https://www.schooldigger.com/go/NY/city/East+Meadow/search.aspx,11554,Nassau County,(516) 228-5331,No,No,No,No,1441,126.2,11.4,23.9,5.2,0.2,21.2,21.9,0.3,0.5,50.6,67.6
Stillwater Middle School High School,https://www.schooldigger.com/go/NY/schools/2811003800/school.aspx,Stillwater Central School District,https://www.schooldigger.com/go/NY/district/28110/search.aspx,1068 Hudson Ave,Stillwater,https://www.schooldigger.com/go/NY/city/Stillwater/search.aspx,12170,Saratoga County,(518) 373-6100,Yes,No,No,No,570,60.6,9.3,29.8,1.1,0,0.9,2.8,0.2,1.2,93.9,67.4
South Jefferson High School,https://www.schooldigger.com/go/NY/schools/0234000006/school.aspx,South Jefferson Central School District,https://www.schooldigger.com/go/NY/district/02340/search.aspx,11060 Us Rt 11,Adams,https://www.schooldigger.com/go/NY/city/Adams/search.aspx,13605,Jefferson County,(315) 232-4531,Yes,No,No,No,547,36.4,15,47.9,0.7,0.4,0.7,2.2,0.2,2.6,93.2,67.3
Frankfort-Schuyler Central High School,https://www.schooldigger.com/go/NY/schools/1140000896/school.aspx,Frankfort-Schuyler Central School District,https://www.schooldigger.com/go/NY/district/11400/search.aspx,605 Palmer St,Frankfort,https://www.schooldigger.com/go/NY/city/Frankfort/search.aspx,13340,Herkimer County,(315) 895-7461,Yes,No,No,No,273,22,12.3,41,0.4,0,1.1,1.5,0,1.5,95.6,67.2
Hendrick Hudson High School,https://www.schooldigger.com/go/NY/schools/1419001165/school.aspx,Hendrick Hudson Central School District,https://www.schooldigger.com/go/NY/district/14190/search.aspx,2166 Albany Post Rd,Montrose,https://www.schooldigger.com/go/NY/city/Montrose/search.aspx,10548,Westchester County,(914) 257-5800,No,No,No,No,760,80.7,9.4,26.6,5,0.1,3.4,28.8,0.1,4.1,58.4,67.2
La Fargeville Central School,https://www.schooldigger.com/go/NY/schools/1638001446/school.aspx,La Fargeville Central School District,https://www.schooldigger.com/go/NY/district/16380/search.aspx,20414 Sunrise Ave,La Fargeville,https://www.schooldigger.com/go/NY/city/La+Fargeville/search.aspx,13656,Jefferson County,(315) 658-2241,Yes,No,No,No,489,42.8,11.4,56.2,0.6,0,0.2,2.5,0.2,3.5,93,67.2
Wantagh Senior High School,https://www.schooldigger.com/go/NY/schools/2985004011/school.aspx,Wantagh Union Free School District,https://www.schooldigger.com/go/NY/district/29850/search.aspx,3297 Beltagh Ave,Wantagh,https://www.schooldigger.com/go/NY/city/Wantagh/search.aspx,11793,Nassau County,(516) 679-6401,No,No,No,No,833,79.2,10.5,5.3,0.6,0,2.5,6.4,0,2,88.5,67.1
Portville Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/2364003298/school.aspx,Portville Central School District,https://www.schooldigger.com/go/NY/district/23640/search.aspx,500 Elm St,Portville,https://www.schooldigger.com/go/NY/city/Portville/search.aspx,14770,Cattaraugus County,(716) 933-6704,Yes,No,No,No,487,34,14.3,36.1,0.2,0,0.2,1,0,3.9,94.7,67.1
Liverpool High School,https://www.schooldigger.com/go/NY/schools/1752001565/school.aspx,Liverpool Central School District,https://www.schooldigger.com/go/NY/district/17520/search.aspx,4338 Wetzel Rd,Liverpool,https://www.schooldigger.com/go/NY/city/Liverpool/search.aspx,13090,Onondaga County,(315) 453-1500,No,No,No,No,2208,159.8,13.8,33.9,10.6,0.6,5.5,5.8,0,5.5,71.8,66.9
McGraw Secondary School,https://www.schooldigger.com/go/NY/schools/1884001711/school.aspx,McGraw Central School District,https://www.schooldigger.com/go/NY/district/18840/search.aspx,10 W Academy St,Mc Graw,https://www.schooldigger.com/go/NY/city/Mc+Graw/search.aspx,13101,Cortland County,(607) 836-3600,Yes,No,No,No,318,31.2,10.1,40.3,0.3,0,0.3,1.9,0,2.5,95,66.9
Randolph Senior High School,https://www.schooldigger.com/go/NY/schools/2409003321/school.aspx,Randolph Central School District,https://www.schooldigger.com/go/NY/district/24090/search.aspx,18 Main St,Randolph,https://www.schooldigger.com/go/NY/city/Randolph/search.aspx,14772,Cattaraugus County,(716) 358-7007,Yes,No,No,No,393,38.6,10.1,47.1,0.5,5.1,0.3,2.5,0,4.3,87.3,66.8
Thomas A Edison Career And Technical Education High School,https://www.schooldigger.com/go/NY/schools/0010002881/school.aspx,New York City Geographic District #28,https://www.schooldigger.com/go/NY/district/00100/search.aspx,165-65 84th Ave,Jamaica,https://www.schooldigger.com/go/NY/city/Jamaica/search.aspx,11432,Queens County,(718) 297-6580,Yes,No,No,No,2339,133.7,17.4,80.5,15.3,4.9,49.7,22.7,1.2,2.4,3.8,66.7
Wayne Senior High School,https://www.schooldigger.com/go/NY/schools/3033004078/school.aspx,Wayne Central School District,https://www.schooldigger.com/go/NY/district/30330/search.aspx,6200 Ontario Ctr Rd,Ontario Center,https://www.schooldigger.com/go/NY/city/Ontario+Center/search.aspx,14520,Wayne County,(315) 524-1050,No,No,No,No,681,72.5,9.3,32.3,2.2,0,1.2,2.3,0,2.2,92.1,66.7
Minisink Valley High School,https://www.schooldigger.com/go/NY/schools/1956001784/school.aspx,Minisink Valley Central School District,https://www.schooldigger.com/go/NY/district/19560/search.aspx,2320 Rt 6,Middletown,https://www.schooldigger.com/go/NY/city/Middletown/search.aspx,10940,Orange County,(845) 355-5155,No,No,No,No,1160,88.8,13,25.1,4.5,0.3,1.5,17.2,0,0,76.6,66.6
Lowville High School,https://www.schooldigger.com/go/NY/schools/1782001603/school.aspx,Lowville Academy & Central School District,https://www.schooldigger.com/go/NY/district/17820/search.aspx,7668 N State St,Lowville,https://www.schooldigger.com/go/NY/city/Lowville/search.aspx,13367,Lewis County,(315) 376-9015,Yes,No,No,No,373,33.1,11.2,44.8,2.7,0,0.3,1.6,0.3,0.3,94.9,66.6
West Islip Senior High School,https://www.schooldigger.com/go/NY/schools/3069004135/school.aspx,West Islip Union Free School District,https://www.schooldigger.com/go/NY/district/30690/search.aspx,1 Lion's Path,West Islip,https://www.schooldigger.com/go/NY/city/West+Islip/search.aspx,11795,Suffolk County,(631) 504-5800,No,No,No,No,1326,130.7,10.1,17.6,0.3,0.1,2.2,12.7,0,2.2,82.6,66.4
Valley Central High School,https://www.schooldigger.com/go/NY/schools/1968001803/school.aspx,Valley Central School District (Montgomery),https://www.schooldigger.com/go/NY/district/19680/search.aspx,1175 State Rt 17k,Montgomery,https://www.schooldigger.com/go/NY/city/Montgomery/search.aspx,12549,Orange County,(845) 457-2400,No,No,No,No,1364,112.8,12,32.2,11.3,0.2,1.5,24.1,0.1,2.3,60.6,66.4
Chenango Forks High School,https://www.schooldigger.com/go/NY/schools/0726000513/school.aspx,Chenango Forks Central School District,https://www.schooldigger.com/go/NY/district/07260/search.aspx,1 Gordon Dr,Binghamton,https://www.schooldigger.com/go/NY/city/Binghamton/search.aspx,13901,Broome County,(607) 648-7544,No,No,No,No,458,38.4,11.9,34.9,0.9,0.4,0.4,3.1,0,4.4,90.8,66.3
Marlboro Central High School,https://www.schooldigger.com/go/NY/schools/1857001670/school.aspx,Marlboro Central School District,https://www.schooldigger.com/go/NY/district/18570/search.aspx,50 Cross Rd,Marlboro,https://www.schooldigger.com/go/NY/city/Marlboro/search.aspx,12542,Ulster County,(845) 236-5810,Yes,No,No,No,585,50.2,11.6,37.1,12.5,0,1.7,19.5,0,2.9,63.4,66.1
Pavilion Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/2250003171/school.aspx,Pavilion Central School District,https://www.schooldigger.com/go/NY/district/22500/search.aspx,7014 Big Tree Rd,Pavilion,https://www.schooldigger.com/go/NY/city/Pavilion/search.aspx,14525,Genesee County,(585) 584-3115,Yes,No,No,No,342,49.5,6.9,42.7,0.6,0,0.3,3.5,0,0,95.6,65.8
Yonkers Montessori Academy,https://www.schooldigger.com/go/NY/schools/3192004247/school.aspx,Yonkers City School District,https://www.schooldigger.com/go/NY/district/31920/search.aspx,160 Woodlawn Ave,Yonkers,https://www.schooldigger.com/go/NY/city/Yonkers/search.aspx,10704,Westchester County,(914) 376-8540,Yes,No,Yes,No,1269,87.3,14.5,68.6,11.5,0.4,4.4,47.4,0.2,1.8,34.3,65.7
Sherburne-Earlville Senior High School,https://www.schooldigger.com/go/NY/schools/2670003645/school.aspx,Sherburne-Earlville Central School District,https://www.schooldigger.com/go/NY/district/26700/search.aspx,13 School St,Sherburne,https://www.schooldigger.com/go/NY/city/Sherburne/search.aspx,13460,Chenango County,(607) 674-7380,No,No,No,No,366,36.7,9.9,49.2,0.8,0,0.3,0.8,0,0.3,97.8,65.6
Cherry Valley-Springfield Central School,https://www.schooldigger.com/go/NY/schools/0000600525/school.aspx,Cherry Valley-Springfield Central School District,https://www.schooldigger.com/go/NY/district/00006/search.aspx,597 County Hwy 54,Cherry Valley,https://www.schooldigger.com/go/NY/city/Cherry+Valley/search.aspx,13320,Otsego County,(607) 264-3257,Yes,No,No,No,416,45,9.2,47.1,0.5,0,0,1.2,0,3.4,95,65.4
Dansville High School,https://www.schooldigger.com/go/NY/schools/0879000667/school.aspx,Dansville Central School District,https://www.schooldigger.com/go/NY/district/08790/search.aspx,282 Main St,Dansville,https://www.schooldigger.com/go/NY/city/Dansville/search.aspx,14437,Livingston County,(585) 335-4010,Yes,No,No,No,634,58.2,10.8,47.8,2.1,0,0.3,3.2,0,0.9,93.5,65.3
