School,District,District URL,Address,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White
Virginia School 85,Va Beach City Public Schools,https://www.schooldigger.com/go/VA/district/02250/search.aspx,2665 West Neck Road,Chesapeake,https://www.schooldigger.com/go/VA/city/Tangier/search.aspx,22387,Charlottesville city,(757) 898-0354,No,No,Yes,No,3145,83.3,7.9,0.64,0.13,0,0.34,0.07,0.01,0.02,0.82
Virginia School 86,Loudoun County Public Schools,https://www.schooldigger.com/go/VA/district/01890/search.aspx,1200 Forest Street,Williamsburg,https://www.schooldigger.com/go/VA/city/Mechanicsville/search.aspx,24651,Tazewell County,(276) 762-9449,No,No,No,No,1249,8.7,14.7,0.22,0.08,0,0.35,0.01,0,0,0.7
Virginia School 87,Roanoke County Public Schools,https://www.schooldigger.com/go/VA/district/01830/search.aspx,701 North 37th Street,Yorktown,https://www.schooldigger.com/go/VA/city/Stuarts+Draft/search.aspx,23827,Loudoun County,(703) 714-5400,No,Yes,No,No,3318,22.9,13.5,0.1,0.1,0,0.25,0.05,0,0,0.45
Virginia School 88,West Point Public Schools,https://www.schooldigger.com/go/VA/district/01830/search.aspx,2135 Mountain View Road,Fort Defiance,https://www.schooldigger.com/go/VA/city/Virginia+Beach/search.aspx,23805,Prince William County,(434) 525-2674,No,No,No,No,2351,8.7,14,0.52,0.07,0,0,0.03,0,0,0.59
Virginia School 89,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/01260/search.aspx,4400 Virginia Beach Blvd,Glen Allen,https://www.schooldigger.com/go/VA/city/Roanoke/search.aspx,24328,Virginia Beach city,(540) 894-5436,No,No,Yes,No,3132,130.6,11,0.99,0.07,0,0.05,0.01,0,0.01,0.49
Virginia School 90,Louisa County Public Schools,https://www.schooldigger.com/go/VA/district/03840/search.aspx,4586 Main St,Nickelsville,https://www.schooldigger.com/go/VA/city/Williamsburg/search.aspx,22087,Chesapeake city,(804) 693-2526,No,No,No,No,1778,17.2,12.4,0.46,0.09,0,0.37,0.11,0,0.03,0.78
Virginia School 91,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/01260/search.aspx,403 Grafton Dr,Nokesville,https://www.schooldigger.com/go/VA/city/Fishersville/search.aspx,24318,Fairfax County,(540) 894-5436,No,No,No,No,3703,8.7,10.4,0.38,0.06,0,0.38,0.2,0,0.02,0.32
Virginia School 92,Frederick County Public Schools,https://www.schooldigger.com/go/VA/district/03240/search.aspx,19 Howardsville Rd,Glen Allen,https://www.schooldigger.com/go/VA/city/Stuarts+Draft/search.aspx,20105,Orange County,(757) 891-2315,No,No,No,No,1128,52,10.5,0.29,0.13,0,0.2,0.08,0,0.02,0.48
Virginia School 93,Botetourt County Public Schools,https://www.schooldigger.com/go/VA/district/03330/search.aspx,5720 Marshall Ave.,Courtland,https://www.schooldigger.com/go/VA/city/Portsmouth/search.aspx,23374,Loudoun County,(540) 869-0060,No,No,Yes,No,3134,96.9,11.5,0.52,0.34,0,0.18,0.11,0,0.04,0.11
Virginia School 94,Prince William County Public Schools,https://www.schooldigger.com/go/VA/district/03840/search.aspx,314 School House Hill Dr,Forest,https://www.schooldigger.com/go/VA/city/Falls+Church/search.aspx,24651,Fairfax County,(703) 319-2300,No,No,Yes,No,944,19.5,15.6,,0.13,0,0.33,0.07,0,0.04,0.85
Virginia School 95,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/03840/search.aspx,4375 School Lane,Gloucester,https://www.schooldigger.com/go/VA/city/Potomac+Falls/search.aspx,24303,New Kent County,(757) 558-4749,No,No,No,No,2116,94.6,15.4,0.3,0.07,0,0.07,0.1,0,0,0.22
Virginia School 96,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/04150/search.aspx,4549 Malus Dr,Portsmouth,https://www.schooldigger.com/go/VA/city/Virginia+Beach/search.aspx,23652,Bland County,(540) 751-2400,No,No,Yes,No,1466,119.5,11.9,0.99,0.11,0.01,0.09,0.1,0,0.05,0.87
Virginia School 97,Portsmouth City Public Schools,https://www.schooldigger.com/go/VA/district/03840/search.aspx,5200 Yorktown Blvd,Mechanicsville,https://www.schooldigger.com/go/VA/city/Springfield/search.aspx,22617,Virginia Beach city,(276) 637-3437,No,No,Yes,No,2951,91.7,12.5,0.26,0.18,0,0.42,0.12,0.01,0.06,0.62
Virginia School 98,York County Public Schools,https://www.schooldigger.com/go/VA/district/02250/search.aspx,2135 Mountain View Road,Fairfax,https://www.schooldigger.com/go/VA/city/Glen+Allen/search.aspx,23217,Virginia Beach city,(703) 996-2100,No,No,No,No,2583,60.8,14.3,0.38,0,0,0,0.14,0,0.02,0.19
Virginia School 99,Stafford County Public Schools,https://www.schooldigger.com/go/VA/district/01290/search.aspx,5035 Sideburn Rd,Arlington,https://www.schooldigger.com/go/VA/city/Portsmouth/search.aspx,22327,Tazewell County,(571) 252-2800,No,No,Yes,No,3347,8.7,11.9,0.22,0.1,0,0.47,0.17,0,0.01,0.13
Virginia School 100,Wise County Public Schools,https://www.schooldigger.com/go/VA/district/00360/search.aspx,21670 Ashburn Rd,Nokesville,https://www.schooldigger.com/go/VA/city/Nokesville/search.aspx,24062,Tazewell County,(757) 558-4749,Yes,No,No,No,1035,61.9,9,0.63,0.06,0.01,0.03,0.13,0.01,0.04,0.77
Virginia School 101,Henrico County Public Schools,https://www.schooldigger.com/go/VA/district/03330/search.aspx,4586 Main St,Bluefield,https://www.schooldigger.com/go/VA/city/Alexandria/search.aspx,21484,Rockingham County,(804) 723-2100,No,No,Yes,No,3200,10.6,13,0.73,0.09,0,0.18,0.06,0,0.03,0.54
Virginia School 102,Loudoun County Public Schools,https://www.schooldigger.com/go/VA/district/03330/search.aspx,4400 Virginia Beach Blvd,Aldie,https://www.schooldigger.com/go/VA/city/Castlewood/search.aspx,22316,Virginia Beach city,(703) 750-8300,No,No,No,No,2526,8.7,12.2,0.53,0.73,0,0.28,0.25,0,0.06,0.78
Virginia School 103,Albemarle County Public Schools,https://www.schooldigger.com/go/VA/district/00300/search.aspx,25450 Riding Center Drive,Roanoke,https://www.schooldigger.com/go/VA/city/Mclean/search.aspx,23554,Scott County,(571) 374-6550,No,No,No,No,3223,131,11.7,0.57,0.05,0,0.28,0.05,0,0.07,0.01
Virginia School 104,Wise County Public Schools,https://www.schooldigger.com/go/VA/district/01260/search.aspx,10307 Chamberlayne Rd.,Vienna,https://www.schooldigger.com/go/VA/city/Richmond/search.aspx,22378,Roanoke County,(540) 245-5050,No,No,No,No,3364,32.2,8.9,0.21,0.14,0,0.13,0.13,0,0.02,0.23
Virginia School 105,Richmond City Public Schools,https://www.schooldigger.com/go/VA/district/03420/search.aspx,176 Eagles Road,Falls Church,https://www.schooldigger.com/go/VA/city/Salem/search.aspx,24651,Arlington County,(540) 828-2008,No,No,No,No,488,23.2,11.2,0.12,0.15,0,0.11,0.08,0,0.02,0.64
Virginia School 106,Chesterfield County Public Schools,https://www.schooldigger.com/go/VA/district/01590/search.aspx,9200 Burke Lake Rd,Tazewell,https://www.schooldigger.com/go/VA/city/Richmond/search.aspx,23127,Norton city,(540) 992-1261,No,No,Yes,No,2582,46.4,14.1,0.53,0.12,0,0.08,0.07,0,0.09,0.1
Virginia School 107,York County Public Schools,https://www.schooldigger.com/go/VA/district/00810/search.aspx,269 Gobbler Dr,Nickelsville,https://www.schooldigger.com/go/VA/city/Roanoke/search.aspx,22057,Chesterfield County,(276) 523-1290,No,No,Yes,No,3119,8.7,13,0.52,0.14,0,0.16,0.05,0,0.01,0.16
Virginia School 108,Wythe County Public Schools,https://www.schooldigger.com/go/VA/district/00420/search.aspx,9200 Burke Lake Rd,Richlands,https://www.schooldigger.com/go/VA/city/Yorktown/search.aspx,24651,Prince William County,(804) 723-2100,No,No,No,No,1119,70.7,12,0.27,0.11,0.02,0.25,0.17,0,0.03,0.57
Virginia School 109,Va Beach City Public Schools,https://www.schooldigger.com/go/VA/district/03420/search.aspx,701 North 37th Street,Falls Church,https://www.schooldigger.com/go/VA/city/Yorktown/search.aspx,22041,Prince William County,(276) 523-1290,No,No,No,No,1406,8.7,14.7,0.27,0.14,0,0.06,0.09,0,0.03,0.13
Virginia School 110,Arlington County Public Schools,https://www.schooldigger.com/go/VA/district/03840/search.aspx,4801 Twin Hickory Rd.,Chesapeake,https://www.schooldigger.com/go/VA/city/Ashburn/search.aspx,24651,Prince William County,(757) 653-2751,No,No,No,No,2309,86.4,11.9,0.24,0.06,0,0.1,0.1,0,0.04,0.4
Virginia School 111,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/03810/search.aspx,10504 Kettle Run Road,Glen Allen,https://www.schooldigger.com/go/VA/city/Chesapeake/search.aspx,20105,Tazewell County,(703) 426-1000,No,No,No,No,2598,103.3,18,0.08,0.17,0,0.07,0.09,0,0,0.59
Virginia School 112,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/03660/search.aspx,415 Dry Mill Rd SW,Bridgewater,https://www.schooldigger.com/go/VA/city/South+Riding/search.aspx,22030,Fairfax County,(757) 867-7400,No,No,No,No,3170,16,14,0.86,0.1,0.02,0.26,0.05,0,0.05,0.01
Virginia School 113,Rockingham County Public Schools,https://www.schooldigger.com/go/VA/district/00810/search.aspx,757 Davis Hwy,Fort Defiance,https://www.schooldigger.com/go/VA/city/Daleville/search.aspx,22205,Louisa County,(757) 242-6172,No,No,No,No,1766,8.7,16.9,0.5,0.01,0,0.02,0.04,0.01,0,0.53
Virginia School 114,Va Beach City Public Schools,https://www.schooldigger.com/go/VA/district/04020/search.aspx,340 N Maple Ave,Rocky Gap,https://www.schooldigger.com/go/VA/city/West+Point/search.aspx,24278,Henrico County,(703) 287-2700,No,No,Yes,No,1749,8.7,13.1,0.43,0.11,0,0.43,0.07,0,0.03,0.01
Virginia School 115,Va Beach City Public Schools,https://www.schooldigger.com/go/VA/district/00810/search.aspx,1993 Sun Devil Dr,Chesapeake,https://www.schooldigger.com/go/VA/city/Danville/search.aspx,22693,Fairfax County,(540) 772-7550,No,No,No,No,2984,9.6,12.6,0.92,0.13,0.01,0.44,0.05,0,0,0.59
Virginia School 116,Wythe County Public Schools,https://www.schooldigger.com/go/VA/district/02610/search.aspx,9300 Geo Wash Mem Hwy,Yorktown,https://www.schooldigger.com/go/VA/city/Buchanan/search.aspx,21754,Virginia Beach city,(703) 319-2300,No,No,No,No,1811,66.8,10.8,0.52,0.15,0,0.04,0.02,0,0.08,0.47
Virginia School 117,Tazewell County Public Schools,https://www.schooldigger.com/go/VA/district/04110/search.aspx,4375 School Lane,Pearisburg,https://www.schooldigger.com/go/VA/city/Virginia+Beach/search.aspx,20105,Fairfax County,(571) 434-3200,No,No,No,No,2733,46.9,10.1,0.2,0.01,0,0.11,0.07,0,0.04,0.11
Virginia School 118,Loudoun County Public Schools,https://www.schooldigger.com/go/VA/district/03330/search.aspx,2007 Grizzly Trail,Big Stone Gap,https://www.schooldigger.com/go/VA/city/Windsor/search.aspx,22442,Orange County,(703) 248-5500,No,No,No,No,2958,20.8,18.7,0.21,0.17,0,0.34,0.1,0,0.02,0.28
Virginia School 119,Gloucester County Public Schools,https://www.schooldigger.com/go/VA/district/00090/search.aspx,2700 Mattaponi Ave,Bluefield,https://www.schooldigger.com/go/VA/city/Virginia+Beach/search.aspx,22746,Radford city,(540) 946-7600,No,No,No,No,1114,71.3,14.4,0.27,0.06,0,0.11,0.03,0,0,0.01
Virginia School 120,Va Beach City Public Schools,https://www.schooldigger.com/go/VA/district/01830/search.aspx,273 Titan Lane,Richmond,https://www.schooldigger.com/go/VA/city/Springfield/search.aspx,21552,Radford city,(703) 248-5500,No,No,No,No,2426,8.7,11.3,0.19,0.21,0,0.08,0.07,0,0.03,0.41
Virginia School 121,Loudoun County Public Schools,https://www.schooldigger.com/go/VA/district/01290/search.aspx,167 Cosby Blvd,Blacksburg,https://www.schooldigger.com/go/VA/city/Mechanicsville/search.aspx,20105,Fairfax County,(571) 252-2000,No,No,No,No,2319,57.6,16.7,0.22,0.04,0,0.3,0.18,0,0.02,0.85
Virginia School 122,Wise County Public Schools,https://www.schooldigger.com/go/VA/district/01260/search.aspx,415 Dry Mill Rd SW,Fairfax,https://www.schooldigger.com/go/VA/city/Mclean/search.aspx,22129,Virginia Beach city,(571) 252-2300,No,No,Yes,No,1310,14.4,11.9,0.32,0.15,0,0.07,0.18,0,0.03,0.55
Virginia School 123,Rockingham County Public Schools,https://www.schooldigger.com/go/VA/district/01260/search.aspx,13833 Dumfries Rd,Virginia Beach,https://www.schooldigger.com/go/VA/city/Chincoteague/search.aspx,20105,Loudoun County,(276) 686-4143,No,No,No,No,3451,8.7,12.2,0.27,0.15,0,0.23,0.1,0,0,0.01
Virginia School 124,Albemarle County Public Schools,https://www.schooldigger.com/go/VA/district/03480/search.aspx,8909 Euclid Ave,Roanoke,https://www.schooldigger.com/go/VA/city/Richmond/search.aspx,21534,Southampton County,(757) 648-5300,No,No,Yes,No,2155,92.4,13.5,0.22,0.01,0.01,0.11,0.08,0,0,0.7
Virginia School 125,Augusta County Public Schools,https://www.schooldigger.com/go/VA/district/01260/search.aspx,5000 Titan Trail,Blacksburg,https://www.schooldigger.com/go/VA/city/Arlington/search.aspx,22400,Virginia Beach city,(804) 780-4968,No,No,No,No,1189,8.7,8.8,0.51,0.08,0,0.49,0.07,0,0,0.22
Virginia School 126,Accomack County Public Schools,https://www.schooldigger.com/go/VA/district/00300/search.aspx,4431 Big Bethel Rd,West Point,https://www.schooldigger.com/go/VA/city/Poquoson/search.aspx,23391,Arlington County,(757) 263-1264,No,No,No,No,2017,83.9,11.1,0.44,0.13,0,0.26,0.05,0,0.02,0.9
Virginia School 127,Roanoke County Public Schools,https://www.schooldigger.com/go/VA/district/02820/search.aspx,1028 Augusta Farm Rd,Yorktown,https://www.schooldigger.com/go/VA/city/Virginia+Beach/search.aspx,20171,Bland County,(757) 648-5300,No,No,No,No,529,85.9,11.7,0.31,0.14,0,0.03,0.07,0.01,0.02,0.82
Virginia School 128,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/03840/search.aspx,1435 Roanoke Rd,Max Meadows,https://www.schooldigger.com/go/VA/city/Bluefield/search.aspx,22178,Virginia Beach city,(757) 259-3600,No,No,No,No,2190,8.7,9.2,0.72,0.14,0,0.09,0.12,0,0.02,0.83
Virginia School 129,Loudoun County Public Schools,https://www.schooldigger.com/go/VA/district/03840/search.aspx,13833 Dumfries Rd,Mechanicsville,https://www.schooldigger.com/go/VA/city/Chesapeake/search.aspx,21074,Fairfax County,(804) 723-2100,No,No,No,No,1581,69.2,13.4,0.19,0.22,0,0.2,0.07,0,0,0.67
Virginia School 130,Chesapeake City Public Schools,https://www.schooldigger.com/go/VA/district/02250/search.aspx,7365 Egypt Rd,Windsor,https://www.schooldigger.com/go/VA/city/Radford/search.aspx,23059,Tazewell County,(540) 921-1711,No,No,Yes,No,3065,12.1,13.8,0.25,0.23,0,0.42,0.12,0.01,0.05,0.59
Virginia School 131,West Point Public Schools,https://www.schooldigger.com/go/VA/district/03000/search.aspx,321 E Buck St,Arlington,https://www.schooldigger.com/go/VA/city/Virginia+Beach/search.aspx,22781,Fairfax County,(757) 336-6166,No,No,No,No,2325,8.7,16.7,0.22,0.2,0,0.35,0,0,0.01,0.38
Virginia School 132,Scott County Public Schools,https://www.schooldigger.com/go/VA/district/01260/search.aspx,1200 Forest Street,Roanoke,https://www.schooldigger.com/go/VA/city/Windsor/search.aspx,21992,Tazewell County,(757) 648-5300,No,No,No,No,1000,66,11.1,0.36,0.08,0.01,0.05,0.1,0,0,0.61
Virginia School 133,Wythe County Public Schools,https://www.schooldigger.com/go/VA/district/03240/search.aspx,2500 James Madison Dr,Tazewell,https://www.schooldigger.com/go/VA/city/Williamsburg/search.aspx,23113,Richmond city,(540) 869-0060,No,No,No,No,1247,57,15.2,0.99,0.01,0,0.25,0.06,0.01,0.01,0.68
Virginia School 134,Va Beach City Public Schools,https://www.schooldigger.com/go/VA/district/02250/search.aspx,2425 Shorehaven Dr,Castlewood,https://www.schooldigger.com/go/VA/city/Midlothian/search.aspx,20105,Radford city,(757) 868-7123,No,No,No,No,2710,8.7,14.8,0.79,0.2,0,0.07,0.18,0,0,0.78
Virginia School 135,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/02250/search.aspx,7124 Leesburg Pike,Mechanicsville,https://www.schooldigger.com/go/VA/city/Potomac+Falls/search.aspx,22404,Newport News city,(703) 722-2680,No,No,Yes,No,3027,75.6,11.9,0.13,0.1,0,0.23,0.03,0,0,0.55
Virginia School 136,Roanoke County Public Schools,https://www.schooldigger.com/go/VA/district/03840/search.aspx,230 S. Ridge St.,Gloucester,https://www.schooldigger.com/go/VA/city/Midlothian/search.aspx,21972,James City County,(276) 395-3389,No,No,No,No,2865,15.4,11.9,0.18,0.19,0.01,0.23,0.13,0,0.06,0.29
Virginia School 137,Roanoke County Public Schools,https://www.schooldigger.com/go/VA/district/04110/search.aspx,301 West Hanbury Rd,Manassas,https://www.schooldigger.com/go/VA/city/Leesburg/search.aspx,23382,Loudoun County,(703) 248-5500,No,No,No,No,2185,8.7,10.1,0.55,0.2,0,0.05,0.05,0.01,0.04,0.43
Virginia School 138,Roanoke County Public Schools,https://www.schooldigger.com/go/VA/district/00090/search.aspx,415 Dry Mill Rd SW,Charlottesville,https://www.schooldigger.com/go/VA/city/Yorktown/search.aspx,23719,Wythe County,(703) 594-3020,No,No,No,No,2345,38.4,9.9,0.24,0.1,0,0.03,0.01,0,0,0.08
Virginia School 139,Accomack County Public Schools,https://www.schooldigger.com/go/VA/district/03810/search.aspx,189 Hornet Rd,Staunton,https://www.schooldigger.com/go/VA/city/Chantilly/search.aspx,22434,Charlottesville city,(703) 750-8300,No,No,No,No,2659,15.4,11.5,0.99,0.12,0,0.2,0.25,0,0,0.46
Virginia School 140,Roanoke County Public Schools,https://www.schooldigger.com/go/VA/district/00060/search.aspx,4549 Malus Dr,Gloucester,https://www.schooldigger.com/go/VA/city/Manassas/search.aspx,22972,Loudoun County,(757) 482-5191,No,No,No,No,3139,8.7,12.3,0.32,0.16,0,0.08,0.06,0,0.07,0.15
Virginia School 141,Va Beach City Public Schools,https://www.schooldigger.com/go/VA/district/01260/search.aspx,2135 Mountain View Road,Windsor,https://www.schooldigger.com/go/VA/city/Yorktown/search.aspx,24318,Wise County,(757) 482-5191,No,No,No,No,1753,48.9,10,0.48,0.21,0,0,0.17,0,0.08,0.33
Virginia School 142,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/01260/search.aspx,2101 Pump Rd,Broadway,https://www.schooldigger.com/go/VA/city/Virginia+Beach/search.aspx,24639,Tazewell County,(703) 750-8300,No,No,No,No,2056,8.7,12.9,0.22,0.21,0,0.16,0.07,0,0.08,0.01
Virginia School 143,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/01830/search.aspx,210 Valleydale,Forest,https://www.schooldigger.com/go/VA/city/Stuarts+Draft/search.aspx,23811,Chesterfield County,(540) 658-6115,No,Yes,No,No,983,61.4,13.3,0.26,0.19,0,0.27,0,0,0.02,0.58
Virginia School 144,Bedford County Public Schools,https://www.schooldigger.com/go/VA/district/01260/search.aspx,7731 Leesburg Pike,Max Meadows,https://www.schooldigger.com/go/VA/city/Mclean/search.aspx,23543,King William County,(703) 426-2100,No,No,No,No,2373,73.2,11.7,0.26,0.15,0,0.07,0.2,0,0.05,0.77
Virginia School 145,Albemarle County Public Schools,https://www.schooldigger.com/go/VA/district/03240/search.aspx,701 North 37th Street,Yorktown,https://www.schooldigger.com/go/VA/city/Nokesville/search.aspx,23489,Henrico County,(571) 374-6550,No,No,No,No,1576,55.7,11.3,0.28,0.23,0,0.08,0.07,0,0,0.38
Virginia School 146,Newport News City Public Schools,https://www.schooldigger.com/go/VA/district/00090/search.aspx,176 Eagles Road,Staunton,https://www.schooldigger.com/go/VA/city/Mineral/search.aspx,23912,Henrico County,(571) 261-4400,No,Yes,No,No,2464,10,14,0.99,0.06,0.01,0.05,0.07,0,0.03,0.73
Virginia School 147,Va Beach City Public Schools,https://www.schooldigger.com/go/VA/district/02250/search.aspx,1968 Bruin Pl,Tangier,https://www.schooldigger.com/go/VA/city/Glen+Allen/search.aspx,23978,Loudoun County,(276) 479-2185,No,No,Yes,No,2719,70.9,14.6,0.5,0.13,0,0.24,0.19,0,0.04,0.48
Virginia School 148,Loudoun County Public Schools,https://www.schooldigger.com/go/VA/district/01620/search.aspx,1 Cavalier Circle,Buchanan,https://www.schooldigger.com/go/VA/city/Aldie/search.aspx,22023,Fairfax County,(540) 776-7320,No,No,Yes,No,2179,8.7,12.7,0.99,0.17,0,0.08,0.02,0,0.07,0.51
Virginia School 149,Botetourt County Public Schools,https://www.schooldigger.com/go/VA/district/01260/search.aspx,1700 Dahlia Drive,Chantilly,https://www.schooldigger.com/go/VA/city/Mineral/search.aspx,24015,Virginia Beach city,(804) 723-2100,No,No,No,No,2239,8.7,16.4,0.99,0.09,0,0.05,0.07,0,0.02,0.29
Virginia School 150,Chesterfield County Public Schools,https://www.schooldigger.com/go/VA/district/03840/search.aspx,269 Gobbler Dr,Nokesville,https://www.schooldigger.com/go/VA/city/Manassas/search.aspx,23218,Augusta County,(276) 228-3157,No,No,No,No,2294,8.7,15.4,0.34,0.16,0,0.02,0.15,0,0.02,0.59
Virginia School 151,Accomack County Public Schools,https://www.schooldigger.com/go/VA/district/03240/search.aspx,185 South Warrior Drive,Rocky Gap,https://www.schooldigger.com/go/VA/city/Richmond/search.aspx,23625,Richmond city,(540) 661-4300,No,No,No,No,2186,36.3,9.9,0.54,0.13,0,0.34,0.03,0,0,0.71
Virginia School 152,Russell County Public Schools,https://www.schooldigger.com/go/VA/district/03390/search.aspx,46400 Algonkian Pkwy,Arlington,https://www.schooldigger.com/go/VA/city/Yorktown/search.aspx,24147,Loudoun County,(540) 894-5436,No,No,No,No,2777,8.7,11.5,0.28,0,0,0.27,0,0,0,0.63
Virginia School 153,Richmond City Public Schools,https://www.schooldigger.com/go/VA/district/02280/search.aspx,7731 Leesburg Pike,Norton,https://www.schooldigger.com/go/VA/city/Richlands/search.aspx,20954,Gloucester County,(757) 868-7123,No,No,No,No,2970,8.7,16.9,0.56,0.14,0,0.24,0.04,0,0.05,0.27
Virginia School 154,Chesapeake City Public Schools,https://www.schooldigger.com/go/VA/district/02980/search.aspx,6100 Rolling Rd,Charlottesville,https://www.schooldigger.com/go/VA/city/Bridgewater/search.aspx,21221,Charlottesville city,(757) 482-5191,No,No,Yes,No,3062,30.3,14.4,0.57,0.16,0,0.01,0,0,0.07,0.53
Virginia School 155,Loudoun County Public Schools,https://www.schooldigger.com/go/VA/district/01590/search.aspx,10307 Chamberlayne Rd.,Poquoson,https://www.schooldigger.com/go/VA/city/Ashburn/search.aspx,24277,Fairfax County,(540) 751-2400,No,No,No,No,2015,88.1,13.4,0.3,0.08,0,0.1,0.04,0,0.01,0.11
Virginia School 156,New Kent County Public Schools,https://www.schooldigger.com/go/VA/district/01260/search.aspx,415 Dry Mill Rd SW,Aldie,https://www.schooldigger.com/go/VA/city/Daleville/search.aspx,23689,Portsmouth city,(540) 658-6115,No,No,No,No,1637,67.3,10.1,0.11,0.13,0,0.03,0.08,0,0.01,0.01
Virginia School 157,Loudoun County Public Schools,https://www.schooldigger.com/go/VA/district/00810/search.aspx,2665 West Neck Road,Purcellville,https://www.schooldigger.com/go/VA/city/Stephens+City/search.aspx,20370,Montgomery County,(703) 503-4600,No,No,No,No,3026,8.7,15.2,0.38,0.21,0,0.22,0.17,0,0.03,0.3
Virginia School 158,York County Public Schools,https://www.schooldigger.com/go/VA/district/03390/search.aspx,1200 Forest Street,Rocky Gap,https://www.schooldigger.com/go/VA/city/Chesapeake/search.aspx,23084,Henrico County,(703) 287-2700,No,No,No,No,2311,8.7,15.4,0.59,0.18,0,0.23,0.02,0,0.1,0.29
Virginia School 159,Scott County Public Schools,https://www.schooldigger.com/go/VA/district/00420/search.aspx,189 Hornet Rd,Vienna,https://www.schooldigger.com/go/VA/city/Glen+Allen/search.aspx,24149,Louisa County,(540) 869-0060,No,No,Yes,No,1040,8.7,11.4,0.78,0.39,0,0.28,0.15,0.01,0,0.26
Virginia School 160,Va Beach City Public Schools,https://www.schooldigger.com/go/VA/district/03330/search.aspx,1435 Roanoke Rd,Falls Church,https://www.schooldigger.com/go/VA/city/Potomac+Falls/search.aspx,22065,Chesapeake city,(703) 248-5500,No,No,No,No,1337,8.7,10,0.34,0.13,0,0.42,0.21,0,0,0.51
Virginia School 161,Loudoun County Public Schools,https://www.schooldigger.com/go/VA/district/00360/search.aspx,314 School House Hill Dr,Virginia Beach,https://www.schooldigger.com/go/VA/city/Virginia+Beach/search.aspx,24651,Fairfax County,(804) 723-2100,No,No,No,No,2914,8.7,10.6,0.81,0.21,0,0.03,0.11,0,0.02,0.59
Virginia School 162,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/01890/search.aspx,3401 Bruin Lane,Ashburn,https://www.schooldigger.com/go/VA/city/Arlington/search.aspx,21721,Charlottesville city,(540) 751-2400,No,No,No,No,2803,60.9,11.7,0.1,0.67,0,0.04,0.21,0,0,1
Virginia School 163,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/02250/search.aspx,4431 Big Bethel Rd,Leesburg,https://www.schooldigger.com/go/VA/city/Fairfax/search.aspx,23218,Virginia Beach city,(804) 723-3700,No,No,No,No,1064,29.4,10.9,0.24,0.16,0,0.33,0.01,0.01,0.07,0.6
Virginia School 164,Roanoke County Public Schools,https://www.schooldigger.com/go/VA/district/02250/search.aspx,9414 Atlee Station Road,Fairfax,https://www.schooldigger.com/go/VA/city/Richmond/search.aspx,21855,Fairfax County,(757) 638-7900,No,No,No,No,1299,114.2,8.3,0.25,0.16,0,0.11,0.03,0,0,0.31
Virginia School 165,Isle Of Wight County Public Schools,https://www.schooldigger.com/go/VA/district/03240/search.aspx,2425 Shorehaven Dr,Falls Church,https://www.schooldigger.com/go/VA/city/Tangier/search.aspx,22794,Prince William County,(703) 228-5400,No,No,No,No,2780,27.3,10.1,0.16,0.03,0,0.06,0.06,0,0.01,0.63
Virginia School 166,Henrico County Public Schools,https://www.schooldigger.com/go/VA/district/01290/search.aspx,185 South Warrior Drive,Portsmouth,https://www.schooldigger.com/go/VA/city/Windsor/search.aspx,23729,Accomack County,(703) 319-2700,No,No,No,No,1035,65.4,11,0.3,0.6,0,0.21,0.01,0,0,0.27
Virginia School 167,Rockingham County Public Schools,https://www.schooldigger.com/go/VA/district/04080/search.aspx,15000 Graduation Dr.,Alexandria,https://www.schooldigger.com/go/VA/city/Richmond/search.aspx,24394,Chesapeake city,(804) 285-1015,No,No,No,No,2408,8.7,12.9,0.99,0.13,0,0.08,0.11,0,0,0.57
Virginia School 168,Rockingham County Public Schools,https://www.schooldigger.com/go/VA/district/01620/search.aspx,5941 Rockfish Gap Turnpike,Virginia Beach,https://www.schooldigger.com/go/VA/city/Orange/search.aspx,20378,Chesapeake city,(571) 751-2600,No,No,No,No,3234,27.4,17.7,0.27,0.09,0,0.39,0,0,0,0.57
Virginia School 169,Chesapeake City Public Schools,https://www.schooldigger.com/go/VA/district/03600/search.aspx,600 S Pine St,Rocky Gap,https://www.schooldigger.com/go/VA/city/Bluefield/search.aspx,22648,Loudoun County,(276) 964-4602,No,No,No,No,2776,8.7,16.5,0.99,0.07,0,0.22,0.08,0,0.03,0.63
