beds,baths,sqft,Age,lot_size,property_type,exterior_walls,roof,basement,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,property_tax,insurance,median_school,num_schools,Sales_price
3,2,1144,49,1502,Apartment / Condo / Townhouse,Stucco,Composition Shingle,1,21,3,1,5,13,3,13,13,41,73,60,258,78,5,3,257600
3,2,1152,59,8712,Single-Family,,Composition Shingle,0,25,7,1,0,15,2,22,12,35,69,25,310,80,3,3,280000
3,2,1178,43,1398,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,2,0,0,0,36,83,66,295,89,9,3,258000
3,2,1200,73,5227,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,22,10,1,3,29,1,17,2,41,70,61,368,112,4,3,415000
3,2,1200,69,8745,Single-Family,Brick,asphalt,1,65,14,5,2,49,3,40,10,29,85,36,359,109,3,3,339000
3,2,1200,69,9069,Single-Family,Brick,Composition Shingle,1,65,14,5,2,49,3,40,10,29,85,36,368,112,3,3,249000
3,2,1208,50,11761,Single-Family,Metal,Composition Shingle,1,14,1,0,0,7,1,4,6,43,90,69,353,107,8,3,500000
3,2,1211,68,10781,Single-Family,Brick,Composition Shingle,1,70,13,7,4,71,3,40,13,30,88,40,397,121,3,3,345000
3,2,1214,21,2178,Apartment / Condo / Townhouse,,Composition Shingle,1,14,2,3,4,19,1,8,12,32,67,70,347,89,3,3,280000
3,2,1220,40,2448,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,0,1,0,0,2,0,2,0,33,58,44,278,84,6,2,285000
3,2,1220,39,2178,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,21,4,1,5,16,1,18,11,34,66,72,359,109,8,3,439900
3,2,1220,38,1519,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,33,5,3,5,22,1,21,12,34,36,86,364,111,8,3,428000
3,2,1220,38,1520,Apartment / Condo / Townhouse,Metal,Composition Shingle,1,33,5,3,5,22,1,21,12,34,36,86,368,112,8,3,417000
3,2,1220,37,1981,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,72,14,2,9,58,1,51,26,40,68,63,327,99,5,3,410000
3,2,1224,80,7000,Single-Family,Stucco,Composition Shingle,1,15,1,0,4,11,2,13,10,46,54,73,430,131,4,3,525000
3,2,1225,68,16117,Single-Family,Combination,,1,111,10,10,12,90,7,74,23,42,58,42,341,118,7,3,392000
3,2,1228,35,2012,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1,53,4,7,4,77,1,35,10,31,73,26,209,59,4,3,252500
3,2,1232,49,2639,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,16,6,1,3,26,0,3,6,33,82,47,254,77,3,3,375000
3,2,1232,42,1540,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,11,2,0,4,7,2,5,7,39,87,73,315,96,8,1,375000
3,2,1240,40,1306,Apartment / Condo / Townhouse,Metal,Composition Shingle,1,76,10,11,9,89,4,51,30,39,64,34,335,102,5,3,378000
3,2,1254,71,10737,Single-Family,Brick,Other,1,12,2,0,7,6,0,0,5,47,66,62,457,139,5,3,485000
3,2,1258,19,0,Apartment / Condo / Townhouse,Wood Siding,,0,48,3,9,2,21,20,29,42,30,34,70,349,121,6,3,445900
3,2,1260,74,3598,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,54,10,4,7,22,2,25,11,33,52,38,376,114,5,3,335000
3,2,1260,60,27007,Single-Family,Combination,,1,0,0,0,0,0,0,0,0,48,76,47,303,86,8,3,271000
3,2,1267,68,10519,Single-Family,Brick,Composition Shingle,1,30,5,2,3,21,1,11,7,44,79,47,409,124,4,3,399900
3,2,1276,67,11761,Single-Family,Brick,Composition Shingle,1,20,4,1,1,13,1,5,10,41,66,40,340,103,6,3,275000
3,2,1280,43,1999,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,24,5,1,1,19,0,16,13,36,75,64,311,94,9,3,333000
3,2,1280,37,1441,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,16,1,1,4,19,2,5,13,39,72,60,302,92,7,1,324000
3,2,1285,59,11761,Single-Family,Brick,Composition Shingle,1,6,1,1,0,22,0,4,6,39,80,44,399,121,7,2,440000
3,2,1287,77,14374,Single-Family,Metal,Shake Shingle,1,27,3,3,3,34,3,17,15,40,64,77,528,161,10,3,575000
3,2,1296,59,15681,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,19,10,1,1,20,0,23,5,31,79,30,269,82,3,3,275000
3,2,1304,44,8616,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,18,2,0,1,12,1,16,9,36,92,76,381,116,7,2,425000
3,2,1304,42,1446,Apartment / Condo / Townhouse,Wood,Composition Shingle,1,89,5,9,5,34,2,49,13,32,83,31,245,74,5,3,295000
3,2,1320,51,1400,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,10,2,0,1,10,3,5,7,46,78,77,295,90,7,3,319900
3,2,1320,50,1400,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,18,3,1,4,14,3,8,13,46,78,77,295,89,7,3,340000
3,2,1320,39,1650,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Asphalt,1,36,4,2,2,60,6,27,13,32,82,29,174,42,4,3,258000
3,2,1320,26,1599,Apartment / Condo / Townhouse,Brick,,1,71,8,10,5,99,1,52,12,31,73,26,242,68,4,3,370000
3,2,1325,83,7000,Single-Family,Stucco,,1,9,1,0,3,9,2,12,10,46,54,73,548,167,4,3,700000
3,2,1330,50,0,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1,32,1,0,3,27,6,19,25,47,51,77,211,64,7,3,200000
3,2,1330,12,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1,14,3,1,0,5,0,13,2,29,82,44,232,65,4.5,2,242990
3,2,1331,53,19166,Single-Family,Brick,Asphalt,1,73,13,3,6,57,2,51,22,34,71,55,344,104,5,3,320000
3,2,1332,27,2178,Apartment / Condo / Townhouse,,Asphalt,1,15,1,2,2,31,2,13,12,35,71,54,324,83,7,3,319950
3,2,1332,19,0,Single-Family,Brick,Composition Shingle,1,63,9,4,6,101,3,35,22,34,48,62,258,78,9,3,250000
3,2,1334,44,0,Apartment / Condo / Townhouse,,Composition Shingle,1,47,7,2,2,36,5,31,26,29,48,29,237,61,3,3,235000
3,2,1338,55,0,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1,74,5,8,12,89,11,34,30,61,38,66,184,56,7,3,211500
3,2,1340,57,10497,Single-Family,Brick,Composition Shingle,1,6,1,0,1,6,0,12,8,38,80,49,389,118,8,3,350000
3,2,1342,52,2748,Apartment / Condo / Townhouse,Brick,,0,30,1,5,2,40,0,18,6,37,60,54,202,57,4,3,209900
3,2,1342,37,1540,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,12,2,0,2,12,3,10,9,35,55,71,344,105,6,3,390000
3,2,1344,38,12632,Single-Family,Siding (Alum/Vinyl),Asphalt,1,19,4,0,0,14,2,3,7,46,69,29,332,81,4,3,416000
3,2,1348,35,1599,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1,22,4,3,3,28,0,24,12,29,63,51,251,71,7,3,245000
3,2,1348,16,1629,Apartment / Condo / Townhouse,Brick,,1,0,0,0,0,5,0,0,2,31,80,47,286,81,6,2,236000
3,2,1350,44,2757,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,2,0,2,0,36,83,66,327,99,9,3,238500
3,2,1352,48,22215,Single-Family,Metal,Composition Shingle,1,1,0,0,0,0,0,0,3,46,81,53,409,124,5.5,2,440000
3,2,1360,39,1498,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,13,6,0,3,22,0,3,6,42,66,56,278,85,3,3,250000
3,2,1360,27,1559,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1,57,4,7,4,71,5,39,12,29,80,24,250,70,8,3,239900
3,2,1362,59,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,8,1,0,3,10,1,10,10,60,15,63,245,75,4,3,325000
3,2,1368,19,1742,Apartment / Condo / Townhouse,,Composition Shingle,1,11,1,3,1,14,3,7,7,29,78,73,378,97,8,3,309900
3,2,1370,38,2308,Apartment / Condo / Townhouse,Metal,Composition Shingle,1,62,5,7,4,27,2,50,16,32,83,31,255,78,5,3,293000
3,2,1370,30,1778,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,49,6,6,4,44,4,18,14,36,39,84,359,109,5,2,459000
3,2,1374,28,1528,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,81,7,7,6,42,5,40,14,33,62,51,311,94,8,3,297000
3,2,1375,28,1499,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,44,7,2,4,39,4,24,18,39,62,81,359,109,5,3,249000
3,2,1380,32,1660,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,57,7,7,5,50,6,34,17,39,49,54,352,107,6,3,455900
3,2,1380,25,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,36,2,6,5,36,0,11,7,36,61,64,278,84,7,3,375490
3,2,1400,84,7013,Single-Family,Siding (Alum/Vinyl),Asphalt,0,90,9,17,5,36,22,44,48,32,49,46,388,134,4,3,375000
3,2,1400,50,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,78,3,13,10,65,4,38,12,41,75,56,192,58,7,3,271000
3,2,1400,50,1400,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,11,2,0,2,9,3,7,12,35,55,71,327,100,7,3,350000
3,2,1400,17,0,Apartment / Condo / Townhouse,,Composition Shingle,1,21,4,1,2,14,1,10,10,31,77,69,310,79,7,2,368253
3,2,1404,71,10001,Single-Family,Wood,Asphalt,1,12,2,0,7,7,0,0,6,47,66,62,434,132,5,3,399000
3,2,1404,63,9003,Single-Family,Brick,Composition Shingle,1,96,7,16,10,85,5,54,15,44,89,46,377,115,4,3,290000
3,2,1408,55,1542,Apartment / Condo / Townhouse,Brick,,1,42,6,1,3,29,2,31,7,32,64,41,193,55,4,3,331000
3,2,1408,22,1742,Apartment / Condo / Townhouse,,Composition Shingle,1,38,0,5,6,109,4,25,10,37,64,55,356,91,7,3,300000
3,2,1418,9,0,Apartment / Condo / Townhouse,Brick,,1,27,6,5,7,34,2,19,16,44,70,54,458,139,8,3,462330
3,2,1421,37,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,60,14,4,5,83,3,16,11,43,73,41,336,102,3,3,317500
3,2,1440,59,12632,Single-Family,Siding (Alum/Vinyl),,1,2,1,0,1,6,0,2,2,36,75,35,286,81,4,3,209900
3,2,1440,34,1444,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,96,8,7,9,49,6,48,15,38,68,53,295,90,8,3,299900
3,2,1442,48,1743,Single-Family,Wood,Composition Shingle,1,96,7,15,13,86,5,58,15,40,73,44,318,97,4,3,347644
3,2,1444,51,9147,Single-Family,,Composition Shingle,0,9,1,1,2,9,1,11,10,39,89,74,358,92,6,3,279900
3,2,1446,57,0,Apartment / Condo / Townhouse,Brick,,0,132,9,13,15,79,9,49,49,55,23,42,277,96,5,3,385000
3,2,1452,54,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,21,5,2,1,17,0,14,8,32,46,58,244,74,8,3,330000
3,2,1452,48,1760,Single-Family,Stucco,Composition Shingle,1,13,6,0,3,21,0,3,6,42,66,56,299,91,3,3,360000
3,2,1452,41,1540,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,10,2,0,1,11,3,5,7,35,55,71,389,118,6,3,455000
3,2,1452,30,2535,Apartment / Condo / Townhouse,Metal,Other,1,25,2,0,2,25,1,15,8,35,93,62,325,99,6,2,324000
3,2,1452,28,1742,Apartment / Condo / Townhouse,,Composition Shingle,1,3,0,0,0,1,0,1,7,40,92,79,349,89,7,3,350000
3,2,1456,38,1500,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,14,2,4,2,8,3,3,9,38,83,67,348,106,6,1,400000
3,2,1459,47,52707,Single-Family,Siding (Alum/Vinyl),Other,0,1,0,1,0,1,1,0,1,37,86,41,308,87,5,3,262000
3,2,1468,74,10175,Single-Family,Brick,Composition Shingle,1,41,6,2,2,26,1,19,7,42,71,20,467,142,4,3,475000
3,2,1475,68,9334,Single-Family,Brick,Asphalt,1,65,12,7,3,72,3,38,9,30,88,40,504,153,3,3,420000
3,2,1483,18,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,124,12,10,15,111,12,65,41,32,32,88,450,137,7,3,467000
3,2,1484,36,1825,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,21,3,1,3,17,2,13,8,42,55,72,307,93,7,3,440000
3,2,1496,43,2378,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,6,1,0,10,31,68,54,323,98,8,1,309900
3,2,1496,41,1542,Apartment / Condo / Townhouse,Metal,Composition Shingle,1,32,3,2,1,24,1,15,10,44,77,53,295,90,8.5,2,444000
3,2,1501,42,1542,Apartment / Condo / Townhouse,Metal,Composition Shingle,1,32,3,2,1,24,1,15,10,44,77,53,327,99,8.5,2,345000
3,2,1503,71,10254,Single-Family,"Rock, Stone",Composition Shingle,1,38,13,2,5,48,2,22,3,34,40,36,368,112,4,3,400000
3,2,1506,47,0,Apartment / Condo / Townhouse,Brick,,0,72,12,10,9,95,1,54,26,47,28,42,255,84,2,3,223500
3,2,1508,69,9827,Single-Family,Asbestos shingle,Composition Shingle,1,7,1,0,3,10,2,10,7,41,62,41,409,124,4,3,341500
3,2,1510,47,0,Apartment / Condo / Townhouse,Brick,,0,72,12,10,9,95,1,54,26,47,28,42,251,83,2,3,306000
3,2,1512,45,2613,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,42,4,1,7,35,3,21,24,45,61,70,385,117,6,3,438950
3,2,1514,25,0,Apartment / Condo / Townhouse,Wood,Composition Shingle,1,70,10,3,8,93,5,40,24,34,58,76,286,87,7,3,340000
3,2,1518,31,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,25,2,3,3,8,0,9,6,39,36,37,257,78,8,3,260000
3,2,1522,33,1760,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,1,0,0,3,44,77,62,352,107,6,3,415000
3,2,1524,16,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,31,13,0,5,41,2,18,2,41,70,61,317,96,4,3,345000
3,2,1532,42,1812,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,10,1,1,0,9,0,11,8,36,75,64,360,109,9,2,320000
3,2,1534,69,10023,Single-Family,Brick,Composition Shingle,1,67,14,4,6,95,3,20,17,43,73,41,409,124,3,3,399900
3,2,1540,50,1742,Apartment / Condo / Townhouse,,Composition Shingle,0,4,0,1,0,4,1,10,8,34,82,35,269,69,6,3,228000
3,2,1540,49,1742,Apartment / Condo / Townhouse,,Composition Shingle,0,3,0,1,0,4,1,1,3,34,82,35,266,68,6,3,239000
3,2,1541,45,87991,Single-Family,Siding (Alum/Vinyl),,1,0,0,0,0,1,0,0,0,46,92,35,307,87,8,3,310000
3,2,1544,26,1964,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,95,22,17,14,94,7,40,21,40,50,55,430,131,3,3,415000
3,2,1546,29,1600,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,13,7,1,1,23,1,12,8,40,76,64,359,109,4,3,385000
3,2,1548,72,16988,Single-Family,Brick,Composition Shingle,1,44,7,1,2,40,2,24,13,34,59,63,433,132,8,3,325000
3,2,1550,86,13939,Single-Family,Combination,Composition Shingle,1,132,16,16,17,109,6,60,37,48,60,77,635,184,9,3,245000
3,2,1554,68,3767,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,22,10,1,3,33,1,22,6,41,62,41,284,86,4,3,324999
3,2,1556,36,1742,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,108,5,20,22,242,4,95,31,39,79,76,524,159,8,3,469335
3,2,1560,72,20908,Single-Family,Wood,Gravel/Rock,1,13,6,0,3,10,1,4,4,52,81,73,562,171,4,3,607000
3,2,1564,45,9282,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,11,6,0,3,9,0,3,6,37,85,72,397,121,3,3,460000
3,2,1574,36,0,Apartment / Condo / Townhouse,Concrete,Gravel/Rock,1,134,5,22,28,314,7,96,34,64,52,63,360,110,8,3,381000
3,2,1575,39,1759,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1,10,3,2,1,16,1,18,10,38,69,42,228,64,8,3,305000
3,2,1582,64,10890,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,0,1,1,0,3,0,1,1,45,80,80,438,133,6,3,272500
3,2,1586,50,13068,Single-Family,Metal,Asphalt,1,33,5,2,4,31,2,14,12,34,80,70,426,129,6.5,2,395000
3,2,1590,36,11325,Single-Family,,Asphalt,1,47,3,3,4,51,2,32,13,38,78,51,397,102,6,3,450000
3,2,1593,31,0,Apartment / Condo / Townhouse,Metal,Composition Shingle,1,49,1,4,6,158,3,31,14,40,40,74,307,93,7,3,300000
3,2,1594,24,1594,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,53,5,6,8,51,4,35,14,31,61,38,409,125,4,3,243000
3,2,1600,28,2561,Apartment / Condo / Townhouse,Metal,Composition Shingle,1,61,4,7,5,35,4,37,12,30,60,69,344,104,7,3,449835
3,2,1600,26,1846,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,27,4,3,1,22,3,23,14,35,80,72,425,129,5,3,214000
3,2,1600,12,1720,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1,0,0,0,0,5,0,0,3,31,80,47,294,83,8,3,290889
3,2,1614,61,7013,Single-Family,Siding (Alum/Vinyl),,1,5,2,0,1,4,0,2,4,31,68,17,367,72,3,3,212000
3,2,1614,30,2688,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1,52,4,8,4,70,3,44,9,29,80,24,259,73,4,3,384900
3,2,1620,16,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,32,13,0,5,42,2,18,2,29,58,21,324,98,4,3,428002
3,2,1621,17,1120,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,17,1,1,1,26,0,4,2,34,77,71,344,104,8,3,540000
3,2,1624,18,1057,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Other,1,16,4,0,2,14,0,13,6,34,62,72,377,114,8,3,422000
3,2,1625,48,1595,Apartment / Condo / Townhouse,Wood,Composition Shingle,1,18,2,1,3,11,3,11,10,34,49,54,307,93,6,3,218000
3,2,1629,13,0,Apartment / Condo / Townhouse,,Asphalt,0,11,1,3,1,14,3,7,7,31,57,78,286,73,8,2,289990
3,2,1632,34,1742,Apartment / Condo / Townhouse,,Composition Shingle,1,28,1,2,1,32,3,25,11,36,83,74,373,96,8,3,355000
3,2,1636,22,2178,Apartment / Condo / Townhouse,Brick,,0,69,9,14,12,60,9,35,49,37,41,53,469,156,4,3,499900
3,2,1637,34,6969,Single-Family,,Composition Shingle,0,4,1,0,2,9,2,13,5,37,69,60,368,94,6,3,265000
3,2,1638,38,0,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1,98,18,18,18,93,8,49,20,52,33,53,326,99,3,3,365000
3,2,1640,37,1742,Apartment / Condo / Townhouse,,Composition Shingle,1,0,0,0,0,4,0,1,1,36,80,67,325,83,7,3,209900
3,2,1640,18,1400,Apartment / Condo / Townhouse,Metal,Composition Shingle,1,36,13,2,1,30,1,26,6,40,57,57,319,97,3,3,347903
3,2,1650,67,10800,Single-Family,Brick,Shake Shingle,1,7,2,0,0,9,1,6,12,37,78,45,352,107,5,3,297000
3,2,1654,81,8102,Single-Family,Brick,Composition Shingle,1,110,19,6,13,86,3,26,19,28,71,37,520,158,3,3,600000
3,2,1661,43,1575,Single-Family,Brick,Composition Shingle,1,27,7,5,8,28,1,24,6,54,55,81,409,124,9,3,450000
3,2,1661,34,3057,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,7,0,3,1,5,2,4,2,34,73,73,340,103,8,3,395000
3,2,1662,50,2614,Apartment / Condo / Townhouse,,Composition Shingle,0,10,1,1,3,13,1,11,7,34,82,35,286,73,6,3,232600
3,2,1672,38,1734,Apartment / Condo / Townhouse,Brick,Asphalt,1,30,5,3,4,29,2,30,15,33,53,71,541,165,9,3,550000
3,2,1672,18,1803,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Asphalt,1,0,0,0,0,6,0,0,0,31,80,47,300,85,6,2,255000
3,2,1674,29,1842,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,9,1,0,3,7,0,13,5,32,78,58,327,99,6,3,407200
3,2,1682,57,9456,Single-Family,Brick,Composition Shingle,1,30,10,1,4,32,1,19,4,41,70,61,418,127,4,3,485000
3,2,1682,31,1742,Apartment / Condo / Townhouse,,Composition Shingle,1,37,6,5,4,41,1,39,11,33,60,56,300,77,3,3,226000
3,2,1682,18,1808,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1,0,0,0,0,6,0,0,0,31,80,47,290,82,6,2,395000
3,2,1686,18,2047,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1,26,3,1,4,27,2,18,11,29,81,41,286,81,9,1,389990
3,2,1691,36,13939,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,7,2,0,1,14,0,9,8,40,76,64,426,129,4,3,489000
3,2,1692,23,1598,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,26,4,0,2,45,0,18,15,42,65,65,434,132,5,3,247640
3,2,1695,40,0,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1,66,10,5,10,23,6,49,14,56,24,66,352,107,5,3,525000
3,2,1696,81,5675,Single-Family,Brick veneer,Composition Shingle,1,117,8,12,13,69,7,51,48,39,88,93,471,163,5,3,525000
3,2,1705,43,0,Apartment / Condo / Townhouse,Brick,,1,88,17,18,18,88,6,47,25,59,54,57,290,88,3,3,271900
3,2,1706,9,1173,Apartment / Condo / Townhouse,Other,Composition Shingle,1,25,6,4,7,33,2,19,13,44,70,54,594,181,8,3,679370
3,2,1708,18,1899,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,29,3,2,3,15,2,14,6,34,62,72,377,114,8,3,360000
3,2,1710,48,0,Apartment / Condo / Townhouse,Brick,,1,204,11,40,28,134,10,74,79,36,25,91,630,218,9,3,600000
3,2,1722,44,1977,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1,25,4,1,5,15,1,20,12,34,66,72,400,122,8,3,215570
3,2,1725,26,2108,Apartment / Condo / Townhouse,Wood,Composition Shingle,1,8,2,0,2,9,1,4,8,44,89,87,450,137,5,3,450000
3,2,1729,60,15681,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,67,13,4,5,55,2,49,22,34,71,55,319,97,5,3,342500
3,2,1734,97,5519,Single-Family,Siding (Alum/Vinyl),Asphalt,1,51,6,8,9,54,7,36,38,42,66,77,526,174,3,3,566700
3,2,1750,41,1746,Apartment / Condo / Townhouse,Wood,Metal,1,8,1,0,1,12,0,4,10,48,66,85,404,123,7,3,430000
3,2,1752,25,1981,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1,26,7,4,5,28,1,20,14,28,44,52,337,112,2,3,319500
3,2,1760,18,1790,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,13,1,1,1,8,2,12,6,32,78,57,299,85,6,3,335655
3,2,1768,23,2545,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,60,7,8,6,58,6,35,14,39,49,54,458,139,6,3,539900
3,2,1770,64,23086,Single-Family,Brick,Composition Shingle,1,14,6,1,1,13,0,17,5,50,89,60,392,119,3,3,529600
3,2,1778,28,1711,Single-Family,Brick,,1,53,12,10,11,38,7,35,20,43,32,66,428,142,2,3,446151
3,2,1784,12,0,Apartment / Condo / Townhouse,,Composition Shingle,0,11,1,3,1,15,3,7,7,31,57,78,305,78,8,2,285810
3,2,1786,75,9270,Single-Family,Siding (Alum/Vinyl),,0,116,13,11,9,110,7,83,25,38,89,56,337,117,7,3,457091
3,2,1787,29,2143,Apartment / Condo / Townhouse,Brick,asphalt,1,26,3,4,2,15,3,13,10,33,70,80,392,119,5,2,429000
3,2,1793,38,55756,Single-Family,Combination,,1,2,1,0,0,2,0,1,1,45,91,61,334,94,8,3,214900
3,2,1800,75,6943,Single-Family,Brick veneer,Composition Shingle,1,109,18,6,14,94,6,32,29,36,80,84,561,195,9,3,203000
3,2,1800,47,11325,Single-Family,Wood,Composition Shingle,1,6,1,0,0,7,1,9,8,37,79,75,327,99,5,3,346000
3,2,1806,63,20037,Single-Family,Brick,Composition Shingle,1,6,3,0,1,5,0,4,8,46,71,62,594,181,4,3,630000
3,2,1806,20,1372,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,17,1,1,3,17,0,8,7,41,70,65,378,107,3,3,321610
3,2,1810,34,2178,Apartment / Condo / Townhouse,,Composition Shingle,1,14,1,0,1,25,4,18,8,32,82,45,354,91,8,3,399900
3,2,1814,23,2570,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1,7,0,0,0,9,0,3,5,32,78,45,360,71,3,3,340000
3,2,1823,77,41817,Single-Family,,Composition Shingle,1,29,1,2,5,37,1,19,14,40,77,68,396,102,7,3,349900
3,2,1828,37,17424,Single-Family,Siding (Alum/Vinyl),Asphalt,1,2,0,0,0,9,2,2,10,41,89,61,343,83,4,3,262000
3,2,1833,44,2143,Apartment / Condo / Townhouse,Wood,Composition Shingle,1,19,5,0,1,14,0,9,8,39,84,51,319,97,8,3,365000
3,2,1836,17,2278,Apartment / Condo / Townhouse,Brick,,1,0,0,0,0,5,0,0,0,31,80,47,290,82,6,2,291000
3,2,1840,25,2613,Apartment / Condo / Townhouse,,Composition Shingle,1,21,4,1,2,14,1,10,10,31,69,61,329,84,7,2,300000
3,2,1842,47,0,Apartment / Condo / Townhouse,Brick,,1,78,18,15,15,70,6,45,30,45,47,54,327,99,3,3,345000
3,2,1842,27,5227,Apartment / Condo / Townhouse,,Composition Shingle,1,8,0,0,0,9,0,9,13,37,97,74,329,84,7,3,325000
3,2,1848,34,4792,Single-Family,,Composition Shingle,1,6,2,0,1,10,2,15,5,37,69,60,367,94,6,3,290000
3,2,1854,69,9565,Single-Family,Brick,Composition Shingle,1,68,14,7,3,52,3,39,10,29,85,36,303,92,3,3,293000
3,2,1857,19,2622,Apartment / Condo / Townhouse,Combination,,1,46,10,4,1,42,0,20,3,40,75,47,274,78,5,3,247000
3,2,1858,19,2242,Apartment / Condo / Townhouse,Metal,Composition Shingle,1,22,1,4,0,18,1,12,9,40,68,70,471,143,6,2,382921
3,2,1862,82,5344,Single-Family,Brick veneer,Composition Shingle,1,55,9,3,6,46,6,18,36,41,57,78,551,191,9,3,643000
3,2,1864,15,0,Apartment / Condo / Townhouse,,Composition Shingle,0,11,1,3,1,15,3,7,7,31,57,78,313,80,8,2,367139
3,2,1866,69,10654,Single-Family,Brick,Composition Shingle,1,46,3,8,5,32,3,24,13,43,70,52,392,119,4,2,309000
3,2,1875,43,1540,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,63,3,6,8,79,12,25,30,41,56,74,401,122,7,3,446000
3,2,1878,26,2178,Apartment / Condo / Townhouse,Wood,Composition Shingle,1,8,2,0,2,9,1,4,6,44,89,87,434,132,5,3,420000
