CustomerId,CreditScore,MaleGender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
276677,499,0,55,4,126817.65,2,1,0,123269.71,No
370685,628,0,46,1,46870.43,4,1,0,31272.14,Yes
38791,624,1,46,3,0,2,1,1,62825.03,No
119353,733,1,42,9,120094.93,1,1,0,184056.45,No
292202,628,0,38,3,0,2,1,1,48924.73,No
252467,633,0,33,3,0,2,1,0,191111.02,No
225934,559,0,36,1,104356.94,2,0,1,54184.06,No
214947,704,1,27,5,147004.34,1,1,0,64381.33,Yes
104532,744,1,38,6,73023.17,2,1,0,78770.86,No
48930,665,0,40,1,173432.55,1,0,1,116766.79,No
69909,638,0,42,7,165679.92,1,0,0,32916.29,No
286393,837,1,31,9,104678.62,1,0,1,50972.6,No
44345,534,0,55,8,116973.26,3,1,0,122066.5,Yes
287474,548,0,36,3,0,1,1,0,65996.9,No
95202,837,1,38,2,126732.85,1,1,1,79577.38,No
306863,658,0,44,6,148481.09,1,1,0,130529.13,No
260584,554,0,38,4,137654.05,2,1,1,172629.67,No
121095,724,1,30,7,115315.04,1,1,0,15216.53,No
175238,723,1,42,2,99095.73,1,1,1,17512.53,No
194079,585,0,39,7,165610.41,2,0,0,131852.01,No
358290,474,1,33,5,0,2,1,0,181945.52,Yes
137322,562,1,32,6,161628.66,1,1,0,91482.5,No
133988,719,1,32,9,146605.27,1,1,1,77119.45,No
266897,635,1,37,5,113488.68,1,1,0,95611.74,Yes
224930,743,1,42,7,77002.2,2,1,1,80428.42,No
26312,681,1,67,7,0,2,0,1,163714.92,No
192235,521,0,39,6,0,2,0,1,27375.15,No
369957,741,1,25,4,0,2,1,1,73873.65,No
289726,790,1,46,8,182364.53,1,0,0,139266.48,Yes
97392,622,1,35,8,0,2,1,1,131772.51,No
141819,669,1,45,7,149364.58,1,0,1,173454.07,No
110052,583,1,59,7,127450.14,1,0,1,67552.71,No
335979,520,0,63,5,162278.32,1,1,1,34765.33,No
148294,579,1,37,5,152212.88,2,0,0,120219.14,No
269033,698,0,39,9,161993.89,1,0,0,90212.38,No
132964,548,1,39,7,131468.44,1,1,0,164975.82,No
259036,672,1,40,10,102980.44,1,1,0,1285.81,Yes
265660,653,1,31,9,143321.97,1,1,0,83679.46,No
337258,734,0,37,2,130404.92,1,0,0,34548.74,No
63916,794,0,41,7,0,2,1,1,74275.08,No
277270,641,1,30,2,87505.47,2,0,1,7278.57,No
252179,824,1,30,0,133634.02,1,1,1,162053.92,No
77678,534,0,33,3,151233.62,1,0,0,199336.63,No
328579,653,1,55,2,70263.83,1,0,1,62347.71,No
136655,498,1,34,5,0,2,1,1,91711.66,No
174395,683,1,30,10,57657.49,1,0,0,79240.9,No
159345,618,1,42,8,153572.31,2,1,1,76679.6,No
197528,538,1,37,1,134752.08,1,1,0,162511.55,No
216762,643,1,34,3,83132.09,1,1,1,21360.88,No
90698,428,0,31,2,0,2,1,0,54487.43,No
367704,593,0,32,9,134096.53,2,1,0,53931.05,Yes
151053,718,0,31,0,118100.59,2,1,0,103165.15,No
206388,811,1,52,10,76915.4,1,0,0,146359.81,Yes
254893,823,0,46,3,81576.75,1,1,1,28370.95,Yes
360021,645,1,49,2,0,2,0,0,10023.15,No
19088,710,1,33,10,118327.17,2,1,1,192928.82,No
34098,591,1,30,8,124857.69,2,0,0,50485.7,No
303392,748,0,27,2,90971.85,1,1,1,131662.47,No
211872,850,0,37,7,153147.75,1,1,1,152235.3,No
65457,542,1,38,8,65942.26,1,1,1,68093.23,Yes
100542,809,1,38,3,0,2,1,1,80061.31,No
77249,675,1,54,2,0,1,1,0,149583.67,Yes
198218,607,0,27,5,100912.19,1,0,0,7631.27,No
261115,850,0,31,4,0,2,1,1,33082.81,No
313774,789,1,37,3,0,1,1,0,121883.87,Yes
77157,598,0,43,5,0,3,1,1,100722.72,Yes
348923,756,1,41,2,124439.49,2,0,1,47093.11,No
144203,687,0,47,7,0,2,1,1,177624.01,No
130192,724,1,40,6,0,2,0,0,106149.48,No
181697,700,0,44,2,58781.76,1,1,0,16874.92,No
13205,635,1,50,7,159453.64,2,0,0,54560.79,Yes
22327,687,1,26,2,142721.52,1,1,1,153605.75,No
199772,613,0,46,8,167795.6,1,0,1,44390.38,No
146468,781,0,38,3,128345.69,2,1,0,63218.85,No
275947,703,1,20,3,165260.98,1,1,1,41626.78,No
357328,593,0,62,3,118233.81,1,0,1,24765.53,Yes
316666,743,0,40,6,0,1,1,0,28280.8,Yes
134571,640,0,46,8,0,2,1,0,89043.19,No
50531,849,1,37,7,143452.74,2,1,1,17294.12,No
227238,778,1,38,3,145018.49,2,1,1,126702.41,No
263159,539,0,38,8,82407.51,1,1,0,13123.41,No
156818,489,1,28,1,79460.98,2,1,1,167973.63,No
322394,568,0,43,9,0,1,1,0,125870.79,Yes
347786,618,1,38,5,126473.99,1,1,0,91972.49,No
229131,710,0,30,10,133537.1,2,1,0,155593.74,No
221619,625,1,52,5,164978.01,1,1,1,67788.49,No
334541,682,1,46,7,128029.72,1,1,1,62615.35,No
137394,727,1,43,2,97403.18,1,1,1,107415.02,Yes
191029,794,0,41,7,176845.41,3,1,0,166526.26,Yes
314137,652,1,71,4,0,1,1,1,120107.1,No
229913,670,1,42,3,81589.04,1,1,0,188227.8,No
90018,460,0,40,6,119507.58,2,1,0,91560.63,Yes
45180,568,0,26,6,0,2,0,0,166495.2,No
98419,643,1,30,5,94443.77,1,1,1,165614.4,No
63554,521,1,37,2,0,2,1,1,86372.24,No
70801,615,1,32,7,92199.84,1,1,1,2755.53,No
256168,575,1,43,3,0,1,1,0,83594.51,No
366164,717,0,41,3,135756.96,1,1,1,103706.41,No
78431,648,0,54,9,120633.42,1,0,0,5924.38,Yes
125646,535,1,48,5,134542.73,1,1,1,58203.67,Yes
168496,626,1,29,7,0,2,1,0,49361.84,No
137305,611,1,52,7,0,1,0,1,73585.18,Yes
239803,734,1,39,6,0,1,1,1,95135.27,No
185772,709,1,49,4,154344.49,2,1,1,38794.57,No
301934,591,1,43,3,0,2,0,1,198926.36,No
34754,664,1,43,9,189026.53,2,1,1,56099.86,No
151988,431,1,37,0,120764.08,1,1,1,117023.08,No
194348,647,0,22,3,97975.82,2,0,1,62083,No
111193,578,1,32,4,0,2,1,1,141822.8,No
218556,555,1,41,10,113270.2,2,1,1,185387.14,No
315586,775,1,30,4,0,2,0,1,57461.13,No
122512,850,1,39,3,124548.99,2,1,1,120380.12,No
178230,625,1,43,8,201696.07,1,1,0,133020.9,Yes
134714,645,0,37,7,0,2,1,0,13589.93,No
129763,608,1,44,7,114203.47,1,1,1,77830.36,Yes
309937,689,0,31,4,0,2,1,1,136610.02,No
331646,652,1,50,8,125437.64,1,1,1,17160.94,Yes
63827,769,0,26,7,0,2,1,0,176843.53,No
63185,611,0,43,8,64897.75,1,1,0,114996.33,No
67022,489,1,38,8,0,2,0,1,196990.79,No
363094,528,0,46,9,135555.66,1,1,0,133146.03,Yes
168983,632,1,44,3,107764.75,1,1,0,185667.72,No
319598,429,0,27,6,117307.44,2,1,1,24020.49,No
267680,457,1,41,8,73700.12,3,1,1,185750.02,Yes
365476,768,0,44,6,60603.4,1,1,1,178045.97,No
301215,715,0,35,4,40169.88,2,1,1,199857.47,No
248344,668,0,32,10,92041.87,1,1,1,43595.9,No
35930,625,1,26,3,130483.95,1,1,0,122810.53,No
124698,846,0,41,5,0,3,1,0,3440.47,Yes
54791,661,0,42,3,0,2,1,0,35989.41,No
81864,571,0,23,10,151097.28,1,0,1,17163.75,No
71137,582,0,46,8,67563.31,1,1,0,44506.09,Yes
198540,716,0,35,8,112808.18,1,0,1,17848.3,No
275275,758,0,42,7,0,2,0,1,76209.56,No
163835,725,1,66,4,86459.8,1,1,1,141476.56,No
130231,630,0,40,0,118633.08,1,0,1,60032.46,Yes
102119,627,0,55,2,159441.27,1,1,0,100686.11,Yes
213169,653,0,27,9,0,2,1,0,96429.29,No
28175,775,0,38,4,125212.65,2,1,1,15795.88,Yes
116147,794,1,45,8,88656.37,2,1,0,116547.31,No
21609,831,0,32,2,146033.62,1,1,0,191260.74,No
67374,561,1,29,9,120268.13,1,1,1,173870.39,No
26182,705,1,46,7,0,2,1,0,117273.35,No
355764,636,0,33,0,0,1,1,0,92277.47,Yes
264431,487,0,46,4,135070.58,2,1,1,44244.49,Yes
152218,693,0,38,3,0,2,0,0,78133.48,Yes
96668,517,0,29,5,0,2,1,0,103402.88,No
370084,684,0,27,9,122550.05,2,0,1,137835.82,No
75628,620,0,43,2,0,2,1,0,20670.1,No
163899,757,1,29,8,130306.49,1,1,0,77469.38,No
245238,739,0,27,6,0,1,1,1,57572.38,No
274178,662,0,41,4,90350.77,1,1,0,75884.65,Yes
43586,359,0,44,6,128747.69,1,1,0,146955.71,Yes
33387,572,1,23,2,126873.52,1,0,1,67040.12,No
175075,721,1,69,2,108424.19,1,1,1,178418.35,No
90884,707,1,32,9,0,2,0,0,30807.02,No
149337,444,0,40,5,84350.07,1,1,0,143835.76,No
152569,523,0,73,7,0,2,0,0,130883.9,Yes
27304,685,0,30,4,84958.6,2,0,1,194343.72,No
105192,673,0,29,4,99097.36,1,1,1,9796.69,No
258602,503,1,30,10,136622.55,2,0,0,47310.24,No
191796,485,0,30,5,156771.68,1,1,1,141148.21,No
14952,799,1,28,7,167658.33,2,1,1,111138.25,No
73669,585,0,33,8,0,2,1,0,114182.07,No
114485,607,0,24,2,109483.54,2,0,1,127560.77,No
272319,521,0,40,9,134504.78,1,1,0,18082.06,No
341902,535,0,44,2,114427.86,1,1,1,136330.26,No
53533,724,1,45,5,83888.54,1,0,1,34121.81,No
46508,520,1,32,5,110029.77,1,1,0,56246.69,No
251160,696,1,41,9,127523.75,1,0,1,191417.42,No
241208,657,1,30,1,139762.13,2,1,1,23317.88,No
83805,603,0,42,8,91611.12,1,0,0,144675.3,Yes
139064,726,0,42,2,109471.79,1,0,1,175161.05,No
17222,591,0,39,4,150500.64,1,1,0,14928.8,No
315541,792,0,59,9,101609.77,1,0,0,161479.19,Yes
252430,550,1,57,5,0,1,1,1,133501.94,No
260599,601,0,26,8,78892.23,1,1,1,23703.52,No
364241,820,0,29,3,82344.84,1,0,1,115985.38,No
320117,667,1,48,2,0,1,1,0,43229.2,No
35764,573,0,44,4,0,1,1,1,94862.93,No
86374,755,1,62,1,127706.33,2,0,1,142377.69,No
324351,552,0,41,9,124349.34,1,1,0,135635.25,No
36689,598,1,44,8,0,2,1,0,148487.9,No
131803,576,1,28,1,119336.29,2,0,1,58976.85,No
277985,670,0,31,9,0,1,0,1,76254.83,No
246206,504,1,56,9,104217.3,1,0,0,55857.48,Yes
14666,778,0,65,7,0,1,1,1,77867.23,No
319305,558,1,39,10,144757.02,1,1,0,22878.16,Yes
158814,627,1,44,6,0,1,1,1,114469.55,No
123214,683,1,43,8,0,1,1,0,96754.8,No
168390,556,0,43,6,0,3,0,0,125154.57,Yes
260031,583,0,38,10,0,2,0,1,113597.64,No
302722,705,0,24,7,100169.51,1,1,0,121408.55,No
203282,637,1,33,2,145731.83,1,0,1,109219.43,No
147189,697,1,56,5,110802.03,1,1,1,50230.31,Yes
32264,555,0,46,4,120392.99,1,1,0,177719.88,Yes
40661,594,0,26,6,135067.52,2,0,0,131211.86,No
278379,632,1,31,3,136556.44,1,1,0,82152.83,Yes
115623,551,0,38,10,0,2,1,1,216.27,No
38531,687,0,35,3,99587.43,1,1,1,1713.1,Yes
285163,672,0,53,7,0,1,1,1,136910.18,No
40815,521,0,34,7,70731.07,1,1,1,20243.97,Yes
62955,686,1,35,2,109342.82,2,0,1,86043.27,No
274352,639,1,28,8,0,2,1,0,126561.07,No
55623,850,1,66,4,0,2,0,1,64350.8,No
347799,465,1,25,2,78247.31,2,1,1,10472.31,No
197547,817,0,55,10,117561.49,1,1,0,95941.55,Yes
153952,578,1,23,10,88980.32,1,1,1,125222.36,No
143849,611,1,34,4,0,2,1,0,170950.58,No
317019,616,0,41,1,103560.57,1,1,0,236.45,Yes
139355,517,1,37,5,113308.84,1,0,1,31517.16,No
96399,637,0,40,6,0,2,1,1,181610.6,No
337531,806,0,32,3,63763.49,1,1,0,156593.09,No
125580,633,0,29,7,169988.35,1,1,0,4272,No
368605,624,0,35,0,180303.24,2,1,0,163587.9,No
361388,691,1,52,3,0,1,1,0,175843.68,Yes
140113,819,0,49,1,120656.86,4,0,0,166164.3,Yes
188916,568,0,31,1,61592.14,2,1,1,61796.64,No
266580,806,1,48,4,164701.68,1,1,1,21439.49,No
307661,726,0,26,1,80780.16,1,1,1,19225.85,No
192049,552,1,36,8,0,2,0,0,132547.02,No
224568,755,0,30,6,154221.37,2,0,1,62688.55,No
147080,634,1,26,8,0,1,1,0,21760.96,No
220447,756,0,26,5,101641.14,2,0,1,154460.68,No
61182,776,1,37,2,0,1,0,1,8065,No
294754,649,0,45,5,92786.66,1,1,0,173365.9,Yes
137347,595,1,32,8,131081.66,2,1,1,69428.79,No
276131,646,1,30,5,98014.74,1,1,1,12757.14,No
122334,592,1,38,8,0,2,1,0,180426.2,No
154983,574,1,26,8,97460.1,1,1,1,43093.67,No
289391,850,1,36,1,104077.19,2,0,1,68594,No
180829,850,0,29,1,0,2,1,1,197996.65,No
264888,475,0,46,10,0,2,0,0,122953,Yes
329386,642,0,39,4,0,1,1,1,76821.24,No
111517,710,0,51,4,93656.95,1,0,1,141400.51,Yes
183589,596,1,30,6,121345.88,4,1,0,41921.75,Yes
157096,609,0,39,8,141675.23,1,0,1,175664.25,No
360741,797,0,31,8,0,2,1,0,117916.63,No
366405,504,0,43,7,102365.49,1,1,0,194690.77,Yes
155399,735,1,50,9,0,1,0,0,166677.35,Yes
51154,680,0,30,3,0,1,1,0,160131.58,No
314073,449,1,52,6,0,2,0,1,123622,No
197871,685,1,57,7,101868.51,1,0,1,113483.96,No
283058,569,1,38,8,0,2,0,0,79618.79,No
277665,631,1,35,9,112392.45,2,1,0,24472.23,No
241289,595,0,25,7,106570.34,2,0,1,177025.79,No
284862,461,0,28,8,0,1,1,1,103349.74,No
163140,630,1,50,1,81947.76,1,0,1,63606.22,Yes
134637,661,0,31,7,144162.3,2,1,1,14490.79,No
69478,796,1,39,5,86350.87,2,0,0,105080.53,No
331884,710,1,47,5,158623.14,1,0,0,83499.89,Yes
305118,741,1,32,8,0,2,1,0,143598.7,No
160018,606,1,48,4,132403.56,1,0,0,36091.91,Yes
169070,747,1,27,10,0,2,0,0,13007.89,No
106314,549,0,43,3,134985.66,1,1,0,6101.41,No
143547,576,1,36,6,0,2,1,1,48314,No
274218,528,1,37,6,103772.45,1,1,0,197111.99,No
38293,535,1,33,2,133040.32,1,1,1,110299.78,No
98818,575,0,37,0,0,2,0,0,30114.32,No
252700,656,1,39,10,0,2,1,1,98894.64,No
242095,440,1,42,2,0,2,1,0,49826.68,No
44218,539,1,38,8,71460.67,2,1,1,10074.05,No
312342,850,1,39,6,133214.13,1,0,1,20769.88,No
280306,646,0,37,7,96558.66,1,0,0,163427.18,No
157689,744,1,54,6,93806.31,2,0,1,140068.77,No
262423,710,0,36,8,0,2,0,0,83206.19,No
304383,544,0,64,3,124043.8,1,1,1,111402.97,Yes
274673,723,1,52,5,131694.97,1,0,1,92873.5,Yes
47734,507,0,29,6,0,2,0,1,94780.9,No
364280,787,0,35,1,106266.8,1,1,1,16607.15,No
30120,598,1,41,8,0,2,1,1,161954.43,No
136802,796,1,51,6,0,2,0,1,194733.28,No
229141,569,0,41,4,139840.36,1,1,1,163524.7,No
204756,711,1,34,8,0,2,0,0,48260.19,No
187246,661,1,35,8,124098.54,1,1,0,86678.48,No
321872,415,1,32,5,145807.59,1,1,1,3064.65,No
31383,578,1,23,8,0,2,1,0,112124.98,No
238384,611,0,26,2,107508.93,2,1,1,120801.65,No
220598,600,0,28,6,0,2,0,1,52193.23,No
293116,661,0,32,1,145980.23,1,0,1,56636.28,No
263606,850,0,37,3,212778.2,1,0,1,69372.88,No
59251,573,0,47,4,152522.47,1,0,1,164038.07,Yes
271496,764,0,33,9,168964.77,1,0,1,118982.51,No
15572,838,0,34,8,0,2,1,0,27472.07,No
326906,821,0,28,8,0,1,1,1,36754.13,No
30377,607,0,36,4,98266.3,1,1,1,46416.36,No
74929,558,1,38,8,113000.92,1,1,1,152872.39,No
90003,530,1,23,1,137060.88,2,1,1,165227.23,No
53740,654,1,37,5,112146.12,1,1,0,75927.35,No
281902,530,0,33,4,129307.32,1,1,1,172930.28,No
355716,656,1,69,6,163975.09,1,1,1,36108.5,No
361134,520,1,43,7,0,2,1,1,36202.74,No
111461,602,0,42,6,158414.85,1,1,1,131886.46,No
192435,701,0,48,1,92072.68,1,1,1,133992.36,No
117872,653,0,30,2,88243.29,2,1,1,96658.26,No
104488,668,1,25,8,0,2,1,1,135112.09,No
31871,652,1,48,4,59486.31,1,1,0,163944.18,Yes
327486,639,0,54,2,0,2,1,1,53843.71,No
263110,730,0,52,7,0,2,0,1,122398.84,No
200604,780,1,34,1,0,1,1,1,64804.04,No
222864,592,0,38,8,119278.01,2,0,1,19370.73,No
189541,628,1,34,4,158741.43,2,1,1,126192.54,No
47650,658,0,40,7,140596.95,1,0,1,135459.02,Yes
253299,850,0,29,10,0,2,1,1,94815.04,No
199312,515,1,37,2,90432.92,1,1,1,188366.04,Yes
344012,571,0,35,1,104783.81,2,0,1,178512.52,No
191853,760,1,42,0,77992.97,2,1,1,97906.38,No
229040,720,0,43,10,110822.9,1,0,0,72861.94,No
223160,632,1,42,4,119624.6,2,1,1,195978.86,No
129243,694,1,31,6,109052.59,2,1,1,19448.93,Yes
281358,559,0,40,5,139129.44,1,0,1,32635.54,No
307239,773,0,42,8,152324.66,2,1,0,171733.22,No
65929,581,1,38,1,0,2,1,0,46176.22,No
318170,524,0,37,9,127480.58,2,1,0,179634.69,No
141828,713,1,53,6,115029.4,1,0,0,191521.32,Yes
143147,676,1,40,8,114005.78,1,1,1,67998.45,No
126004,651,0,42,1,116646.76,1,1,0,44731.8,Yes
309709,717,0,49,1,110864.38,2,1,1,124532.9,Yes
184946,594,1,23,5,156267.59,1,1,0,160968.44,No
314566,716,0,44,3,109528.28,1,1,0,27341.63,Yes
53189,668,0,35,6,102482.76,1,1,1,53994.64,No
125648,678,1,23,10,115563.71,1,1,1,91633.53,No
102855,545,1,23,2,0,2,1,0,189613.12,No
123666,613,0,40,9,95624.36,2,1,1,60706.33,No
262312,687,0,21,8,0,2,1,1,154767.34,No
146255,715,1,28,7,160376.61,1,0,0,196853.11,No
296096,618,1,41,8,37702.79,1,1,1,195775.48,No
339383,721,0,35,6,118273.83,1,0,1,3086.89,No
342992,445,0,34,7,131082.17,2,1,1,70618,No
205227,690,1,38,1,94456,2,0,1,55034.02,No
16189,709,0,43,8,0,2,0,0,168035.62,Yes
209944,671,0,42,3,0,2,1,1,128449.33,No
111126,538,1,33,6,93791.38,1,1,1,199249.29,No
61848,735,0,33,4,0,2,1,0,149474.69,No
189187,592,0,37,7,0,2,1,1,126726.33,No
56129,747,1,61,7,155973.13,1,0,1,147554.26,No
90243,675,1,36,7,89409.95,1,1,1,149399.7,No
253244,632,0,39,5,97854.37,2,1,0,93536.38,No
307726,621,1,39,6,0,2,1,1,58883.91,No
184426,521,1,29,3,60280.62,1,1,0,154271.41,No
100016,591,1,36,7,135216.8,1,1,1,122022.89,No
348229,706,0,28,6,124923.35,2,1,1,50299.14,No
77816,677,1,38,4,0,2,1,0,187800.63,No
316348,769,1,27,7,188614.07,1,1,0,171344.09,No
83716,771,1,32,5,62321.62,1,1,1,40920.59,No
27674,601,0,48,8,120782.7,1,1,0,63940.68,Yes
29110,670,0,42,1,115961.58,2,0,1,29483.87,No
291791,517,1,28,2,115062.61,1,1,0,179056.23,No
226381,834,0,49,8,160602.25,2,1,0,129273.94,No
98170,571,0,42,4,108825.34,3,1,0,55558.51,Yes
169888,576,0,36,8,166287.85,1,1,1,23305.85,No
316311,718,0,31,1,152663.77,1,0,1,17128.64,No
153874,636,0,31,9,80844.69,2,1,1,74641.9,No
319405,566,0,40,2,97001.36,2,1,0,154486.01,No
136850,711,1,64,4,0,2,1,1,3185.67,No
159804,574,0,39,2,122524.61,2,1,0,88463.63,No
39946,619,0,35,8,132292.63,1,1,0,65682.93,No
338899,588,0,24,0,0,2,1,1,140586.08,No
82734,760,0,49,9,91502.99,1,1,0,117232.9,Yes
34496,665,1,52,3,0,1,1,0,116137.01,Yes
258585,739,1,29,3,59385.98,2,1,1,105533.96,No
240983,641,1,77,9,0,3,1,1,81514.06,No
198195,685,0,21,6,97956.5,1,1,1,164966.27,No
253118,594,0,49,4,0,2,1,1,23631.55,No
190182,557,0,40,4,0,2,0,1,105433.53,No
266852,697,1,27,8,141223.68,2,1,0,90591.15,No
133855,656,1,18,10,151762.74,1,0,1,127014.32,No
270414,712,1,43,1,141749.74,2,0,1,90905.26,No
45255,689,1,38,5,75075.14,1,1,1,8651.92,Yes
179747,697,0,25,4,165686.11,2,1,0,15467.98,No
18503,589,1,38,2,0,1,1,0,79915.28,No
247869,525,0,25,10,0,2,1,0,69361.95,No
87650,680,1,44,3,0,2,1,0,86935.08,No
247353,617,0,28,0,0,2,1,1,7597.83,Yes
278486,680,1,32,5,92961.61,1,1,0,116957.6,No
107873,662,0,30,9,0,2,0,1,157884.83,No
272574,736,1,46,5,130812.91,1,1,1,77981.54,Yes
121319,657,1,57,8,107174.58,1,1,1,126369.55,Yes
157694,350,1,54,1,152677.48,1,1,1,191973.49,Yes
289591,617,1,30,3,132005.77,1,1,0,142940.39,No
267346,562,1,35,7,0,1,0,0,48869.67,No
195284,705,0,23,5,0,2,1,1,73131.73,No
195417,516,0,33,7,127305.5,1,1,1,120037.36,No
362124,573,0,37,6,0,2,1,0,193995.37,No
33278,538,0,31,0,0,2,0,0,179453.66,No
137798,699,1,39,9,0,1,1,0,80963.92,No
16548,504,1,32,8,170291.22,2,0,1,15658.99,No
281737,583,1,47,5,102562.23,1,1,0,92708.1,No
228220,712,1,53,2,111061.01,2,0,0,26542.17,No
57190,626,1,62,3,0,1,1,1,65010.74,No
217568,631,0,34,4,124379.14,1,1,0,106892.91,No
116611,663,0,37,7,0,1,1,1,185210.63,No
156049,506,0,41,3,57745.76,1,1,0,4035.46,No
293374,570,0,50,5,129293.74,1,1,0,177805.44,Yes
136151,703,0,45,7,0,2,1,1,68831.72,No
327498,698,0,40,8,150777.1,1,1,0,114732.62,No
48909,731,1,41,4,0,2,1,0,22299.27,No
97174,625,1,34,6,0,2,0,0,197283.2,No
271379,634,1,31,9,108632.48,1,1,1,179485.96,Yes
275498,616,1,59,5,153861.1,1,1,1,17699.48,No
109976,500,1,56,1,100374.58,1,1,0,118490.8,Yes
189080,446,1,32,8,0,2,0,0,133292.94,No
78952,669,0,47,9,61196.54,1,1,0,58170.24,No
22491,581,1,31,6,116891.72,1,1,0,107137.3,No
191165,704,0,54,6,133656.91,3,1,0,145071.33,Yes
140830,748,1,44,2,92911.52,1,0,1,85495.24,No
258322,680,0,31,9,119825.75,2,1,1,101139.3,No
242500,655,0,37,7,111852.84,2,1,0,10511.13,No
289851,690,1,32,0,106683.52,2,1,1,137916.49,No
332306,695,1,40,7,139022.24,1,0,1,193383.13,No
88028,700,0,40,4,148571.07,1,1,0,189826.96,Yes
32402,773,1,52,4,0,1,0,1,144113.42,No
214876,749,1,42,1,129776.72,2,0,1,143538.51,No
205254,611,0,46,5,0,1,1,0,77677.14,Yes
17409,606,0,46,8,0,2,1,1,183717.94,No
158386,554,1,24,10,0,1,0,0,92180.62,No
155000,567,0,37,7,0,2,1,1,28690.9,No
103427,559,1,24,3,114739.92,1,1,0,85891.02,Yes
157151,594,1,41,2,122545.65,2,1,1,42050.24,No
301576,513,0,37,6,0,2,1,0,110142.34,No
39131,652,0,26,1,131908.35,1,1,1,179269.79,No
83950,680,0,42,7,105722.69,1,1,1,90558.24,Yes
174516,784,1,33,10,0,2,1,0,162022.47,No
278469,812,0,44,8,0,3,1,0,66926.83,Yes
234620,784,0,40,8,0,2,1,0,108891.3,No
225084,570,0,18,4,82767.42,1,1,0,71811.9,No
71583,712,0,42,1,87842.98,1,0,0,92223.59,No
135032,705,1,39,6,133261.13,1,1,1,78065.9,No
235307,681,0,32,3,0,2,1,1,59679.9,No
326757,620,1,41,0,97925.11,1,1,0,85000.32,No
241952,711,1,52,5,0,1,1,1,159808.95,No
268733,613,0,24,7,140453.91,1,1,0,129001.3,No
170808,613,0,20,0,117356.19,1,0,0,113557.7,Yes
334180,682,1,36,5,0,2,1,1,147758.51,No
77603,850,1,37,4,137204.77,1,1,1,28865.59,No
169657,601,0,41,1,0,2,0,1,160607.06,No
136948,595,1,35,8,0,1,1,0,100015.79,Yes
107153,675,1,36,3,54098.18,2,0,1,54478.52,No
235382,591,1,31,8,0,1,1,1,141677.33,No
243045,602,1,23,7,113758.48,2,0,0,84077.6,No
148995,554,0,34,8,0,1,0,1,106981.03,No
166644,541,1,37,9,118636.92,1,1,1,73551.44,No
321499,506,1,34,7,0,2,0,0,115842.1,No
60900,814,1,44,8,95488.82,2,0,0,107013.59,No
91339,683,1,30,8,110829.52,2,0,0,24938.84,No
293708,485,1,51,7,144244.59,2,1,0,51113.14,No
168089,696,0,31,8,122021.92,2,1,0,33828.64,No
93099,608,0,30,8,0,2,1,0,128875.86,No
107010,792,1,50,9,0,4,1,1,194700.81,Yes
212388,686,1,22,5,0,2,1,0,158974.45,No
187162,790,1,42,1,85839.62,1,1,0,198182.73,No
61768,654,0,29,4,96974.97,1,0,1,141404.07,No
148136,452,1,35,4,148172.44,1,1,1,4175.68,No
192198,719,1,38,0,0,1,1,0,126876.47,No
225902,707,0,40,5,0,2,1,0,41052.82,No
115291,699,0,49,2,0,1,0,0,105760.01,No
144128,850,1,30,2,0,2,0,1,27937.12,No
180958,828,1,28,8,134766.85,1,1,0,79355.87,No
275704,850,1,30,5,123210.56,2,1,1,102180.27,No
25848,712,1,47,1,139887.01,1,1,1,95719.73,No
131244,631,0,37,2,121801.72,2,0,1,23146.62,No
38269,776,1,38,5,112281.7,1,0,1,89893.6,No
245547,676,0,36,4,0,2,1,1,3173.31,No
32474,758,0,40,5,93499.82,2,0,0,123218.81,No
235596,637,1,33,0,132255.99,2,0,1,74588.41,No
15438,850,1,20,7,0,2,1,0,31288.77,No
149762,601,0,44,4,0,2,1,0,58561.31,No
205028,735,1,49,5,121973.28,1,1,0,148804.36,No
212706,614,1,32,7,99462.8,2,1,1,51117.06,No
151810,672,0,21,3,165878.76,2,1,1,164537.17,No
273335,642,1,30,8,117494.27,1,0,0,61977.82,No
26302,633,0,29,0,138577.34,1,1,0,193362.99,No
297938,769,1,39,9,0,1,1,1,47722.79,No
283661,796,1,41,8,107525.07,1,1,0,18510.41,No
137135,715,1,23,7,139224.92,2,1,0,65057.71,No
173040,695,0,42,7,121453.63,1,0,0,46374.64,No
66136,747,0,25,4,0,2,0,1,42039.67,No
260041,584,0,54,1,77354.37,1,0,0,138192.98,Yes
344763,476,1,40,6,0,1,1,1,22735.45,No
276142,850,0,39,7,79259.99,1,0,1,186910.74,No
18071,529,1,30,2,116295.29,1,1,0,75285.47,No
297903,584,0,59,1,0,1,0,1,130260.11,Yes
168258,586,1,34,9,74309.81,1,1,0,15034.93,No
148410,674,1,34,2,152797.9,1,1,0,175709.4,Yes
104777,552,1,42,9,133701.07,2,1,0,101069.71,Yes
190823,601,0,33,7,114430.18,2,1,1,153012.13,No
106904,541,1,29,7,127504.57,1,0,0,86173.92,No
291719,744,0,41,2,84113.41,1,1,0,197548.63,No
231019,595,0,23,10,101126.66,2,0,0,37042.8,No
70591,724,1,33,5,103564.83,2,1,0,121085.72,No
53577,533,0,52,7,0,1,0,1,194113.99,Yes
